hospital_id,treatment_code,count_number,count_label
771452,KAHKO0,0,sehr wenige
771452,KAHM0,0,sehr wenige
771452,KAKIA,0,sehr wenige
771452,KAKIB,303,viele
771452,KALE0,200,wenige
771452,KABK0,128,wenige
771452,KALK0,0,sehr wenige
771452,KADK0,30,sehr wenige
771452,KAOM0,0,sehr wenige
771452,KAPRK0,17,sehr wenige
771452,KAPK0,0,sehr wenige
771452,KAEH0,127,wenige
771452,KARH0,11,sehr wenige
771452,KARK0,0,sehr wenige
771452,KAEK0,94,sehr wenige
771452,KASA0,0,sehr wenige
771452,KAMUS0,0,sehr wenige
771452,KAPAR0,0,sehr wenige
771452,KAEN0,829,sehr viele
771452,KABAA0,0,sehr wenige
771452,KASCHK0,47,sehr wenige
771452,KAOH0,6,sehr wenige
771453,KAHKO0,0,sehr wenige
771453,KAHM0,0,sehr wenige
771453,KAKIA,0,sehr wenige
771453,KAKIB,0,sehr wenige
771453,KALE0,304,viele
771453,KABK0,0,sehr wenige
771453,KALK0,0,sehr wenige
771453,KADK0,12,sehr wenige
771453,KAOM0,0,sehr wenige
771453,KAPRK0,0,sehr wenige
771453,KAPK0,0,sehr wenige
771453,KAEH0,53,sehr wenige
771453,KARH0,6,sehr wenige
771453,KARK0,7,sehr wenige
771453,KAEK0,60,sehr wenige
771453,KASA0,0,sehr wenige
771453,KAMUS0,0,sehr wenige
771453,KAPAR0,0,sehr wenige
771453,KAEN0,3312,sehr viele
771453,KABAA0,0,sehr wenige
771453,KASCHK0,0,sehr wenige
771453,KAOH0,0,sehr wenige
771454,KAHKO0,0,sehr wenige
771454,KAHM0,0,sehr wenige
771454,KAKIA,0,sehr wenige
771454,KAKIB,0,sehr wenige
771454,KALE0,29,sehr wenige
771454,KABK0,0,sehr wenige
771454,KALK0,0,sehr wenige
771454,KADK0,0,sehr wenige
771454,KAOM0,0,sehr wenige
771454,KAPRK0,0,sehr wenige
771454,KAPK0,0,sehr wenige
771454,KAEH0,0,sehr wenige
771454,KARH0,0,sehr wenige
771454,KARK0,0,sehr wenige
771454,KAEK0,0,sehr wenige
771454,KASA0,0,sehr wenige
771454,KAMUS0,0,sehr wenige
771454,KAPAR0,0,sehr wenige
771454,KAEN0,0,sehr wenige
771454,KABAA0,0,sehr wenige
771454,KASCHK0,0,sehr wenige
771454,KAOH0,0,sehr wenige
771455,KAHKO0,0,sehr wenige
771455,KAHM0,0,sehr wenige
771455,KAKIA,0,sehr wenige
771455,KAKIB,0,sehr wenige
771455,KALE0,7,sehr wenige
771455,KABK0,0,sehr wenige
771455,KALK0,0,sehr wenige
771455,KADK0,0,sehr wenige
771455,KAOM0,0,sehr wenige
771455,KAPRK0,0,sehr wenige
771455,KAPK0,0,sehr wenige
771455,KAEH0,0,sehr wenige
771455,KARH0,0,sehr wenige
771455,KARK0,0,sehr wenige
771455,KAEK0,0,sehr wenige
771455,KASA0,0,sehr wenige
771455,KAMUS0,0,sehr wenige
771455,KAPAR0,0,sehr wenige
771455,KAEN0,0,sehr wenige
771455,KABAA0,0,sehr wenige
771455,KASCHK0,0,sehr wenige
771455,KAOH0,0,sehr wenige
771457,KAHKO0,0,sehr wenige
771457,KAHM0,0,sehr wenige
771457,KAKIA,0,sehr wenige
771457,KAKIB,0,sehr wenige
771457,KALE0,108,sehr wenige
771457,KABK0,0,sehr wenige
771457,KALK0,0,sehr wenige
771457,KADK0,18,sehr wenige
771457,KAOM0,0,sehr wenige
771457,KAPRK0,0,sehr wenige
771457,KAPK0,0,sehr wenige
771457,KAEH0,109,sehr wenige
771457,KARH0,6,sehr wenige
771457,KARK0,7,sehr wenige
771457,KAEK0,111,sehr wenige
771457,KASA0,0,sehr wenige
771457,KAMUS0,0,sehr wenige
771457,KAPAR0,0,sehr wenige
771457,KAEN0,0,sehr wenige
771457,KABAA0,0,sehr wenige
771457,KASCHK0,0,sehr wenige
771457,KAOH0,0,sehr wenige
771462,KAHKO0,0,sehr wenige
771462,KAHM0,0,sehr wenige
771462,KAKIA,0,sehr wenige
771462,KAKIB,0,sehr wenige
771462,KALE0,0,sehr wenige
771462,KABK0,0,sehr wenige
771462,KALK0,0,sehr wenige
771462,KADK0,0,sehr wenige
771462,KAOM0,0,sehr wenige
771462,KAPRK0,0,sehr wenige
771462,KAPK0,0,sehr wenige
771462,KAEH0,0,sehr wenige
771462,KARH0,0,sehr wenige
771462,KARK0,0,sehr wenige
771462,KAEK0,0,sehr wenige
771462,KASA0,0,sehr wenige
771462,KAMUS0,0,sehr wenige
771462,KAPAR0,0,sehr wenige
771462,KAEN0,0,sehr wenige
771462,KABAA0,0,sehr wenige
771462,KASCHK0,0,sehr wenige
771462,KAOH0,0,sehr wenige
771463,KAHKO0,0,sehr wenige
771463,KAHM0,0,sehr wenige
771463,KAKIA,0,sehr wenige
771463,KAKIB,306,viele
771463,KALE0,592,sehr viele
771463,KABK0,363,sehr viele
771463,KALK0,14,sehr wenige
771463,KADK0,107,sehr wenige
771463,KAOM0,30,sehr wenige
771463,KAPRK0,0,sehr wenige
771463,KAPK0,18,sehr wenige
771463,KAEH0,242,mittel
771463,KARH0,9,sehr wenige
771463,KARK0,8,sehr wenige
771463,KAEK0,243,mittel
771463,KASA0,0,sehr wenige
771463,KAMUS0,6,sehr wenige
771463,KAPAR0,10,sehr wenige
771463,KAEN0,2186,sehr viele
771463,KABAA0,49,sehr wenige
771463,KASCHK0,414,sehr viele
771463,KAOH0,12,sehr wenige
771467,KAHKO0,0,sehr wenige
771467,KAHM0,0,sehr wenige
771467,KAKIA,0,sehr wenige
771467,KAKIB,0,sehr wenige
771467,KALE0,136,wenige
771467,KABK0,0,sehr wenige
771467,KALK0,0,sehr wenige
771467,KADK0,0,sehr wenige
771467,KAOM0,0,sehr wenige
771467,KAPRK0,271,viele
771467,KAPK0,0,sehr wenige
771467,KAEH0,725,sehr viele
771467,KARH0,55,sehr wenige
771467,KARK0,36,sehr wenige
771467,KAEK0,392,sehr viele
771467,KASA0,0,sehr wenige
771467,KAMUS0,0,sehr wenige
771467,KAPAR0,0,sehr wenige
771467,KAEN0,0,sehr wenige
771467,KABAA0,0,sehr wenige
771467,KASCHK0,0,sehr wenige
771467,KAOH0,0,sehr wenige
771469,KAHKO0,0,sehr wenige
771469,KAHM0,0,sehr wenige
771469,KAKIA,0,sehr wenige
771469,KAKIB,528,sehr viele
771469,KALE0,438,sehr viele
771469,KABK0,120,wenige
771469,KALK0,0,sehr wenige
771469,KADK0,60,sehr wenige
771469,KAOM0,7,sehr wenige
771469,KAPRK0,0,sehr wenige
771469,KAPK0,16,sehr wenige
771469,KAEH0,61,sehr wenige
771469,KARH0,9,sehr wenige
771469,KARK0,10,sehr wenige
771469,KAEK0,65,sehr wenige
771469,KASA0,508,sehr viele
771469,KAMUS0,32,sehr wenige
771469,KAPAR0,13,sehr wenige
771469,KAEN0,1846,sehr viele
771469,KABAA0,0,sehr wenige
771469,KASCHK0,8,sehr wenige
771469,KAOH0,0,sehr wenige
771470,KAHKO0,0,sehr wenige
771470,KAHM0,0,sehr wenige
771470,KAKIA,0,sehr wenige
771470,KAKIB,213,mittel
771470,KALE0,514,sehr viele
771470,KABK0,173,wenige
771470,KALK0,11,sehr wenige
771470,KADK0,44,sehr wenige
771470,KAOM0,5,sehr wenige
771470,KAPRK0,0,sehr wenige
771470,KAPK0,0,sehr wenige
771470,KAEH0,133,wenige
771470,KARH0,23,sehr wenige
771470,KARK0,9,sehr wenige
771470,KAEK0,89,sehr wenige
771470,KASA0,200,wenige
771470,KAMUS0,0,sehr wenige
771470,KAPAR0,6,sehr wenige
771470,KAEN0,1616,sehr viele
771470,KABAA0,14,sehr wenige
771470,KASCHK0,311,viele
771470,KAOH0,53,sehr wenige
771472,KAHKO0,0,sehr wenige
771472,KAHM0,0,sehr wenige
771472,KAKIA,0,sehr wenige
771472,KAKIB,0,sehr wenige
771472,KALE0,195,wenige
771472,KABK0,106,sehr wenige
771472,KALK0,0,sehr wenige
771472,KADK0,14,sehr wenige
771472,KAOM0,0,sehr wenige
771472,KAPRK0,0,sehr wenige
771472,KAPK0,0,sehr wenige
771472,KAEH0,230,mittel
771472,KARH0,5,sehr wenige
771472,KARK0,0,sehr wenige
771472,KAEK0,0,sehr wenige
771472,KASA0,0,sehr wenige
771472,KAMUS0,0,sehr wenige
771472,KAPAR0,0,sehr wenige
771472,KAEN0,0,sehr wenige
771472,KABAA0,0,sehr wenige
771472,KASCHK0,0,sehr wenige
771472,KAOH0,0,sehr wenige
771473,KAHKO0,0,sehr wenige
771473,KAHM0,0,sehr wenige
771473,KAKIA,0,sehr wenige
771473,KAKIB,362,sehr viele
771473,KALE0,366,sehr viele
771473,KABK0,49,sehr wenige
771473,KALK0,0,sehr wenige
771473,KADK0,69,sehr wenige
771473,KAOM0,0,sehr wenige
771473,KAPRK0,0,sehr wenige
771473,KAPK0,0,sehr wenige
771473,KAEH0,47,sehr wenige
771473,KARH0,12,sehr wenige
771473,KARK0,5,sehr wenige
771473,KAEK0,57,sehr wenige
771473,KASA0,0,sehr wenige
771473,KAMUS0,0,sehr wenige
771473,KAPAR0,0,sehr wenige
771473,KAEN0,1741,sehr viele
771473,KABAA0,0,sehr wenige
771473,KASCHK0,31,sehr wenige
771473,KAOH0,0,sehr wenige
771474,KAHKO0,0,sehr wenige
771474,KAHM0,0,sehr wenige
771474,KAKIA,0,sehr wenige
771474,KAKIB,0,sehr wenige
771474,KALE0,5,sehr wenige
771474,KABK0,0,sehr wenige
771474,KALK0,0,sehr wenige
771474,KADK0,0,sehr wenige
771474,KAOM0,0,sehr wenige
771474,KAPRK0,0,sehr wenige
771474,KAPK0,0,sehr wenige
771474,KAEH0,1526,sehr viele
771474,KARH0,84,sehr wenige
771474,KARK0,124,wenige
771474,KAEK0,1672,sehr viele
771474,KASA0,0,sehr wenige
771474,KAMUS0,0,sehr wenige
771474,KAPAR0,0,sehr wenige
771474,KAEN0,0,sehr wenige
771474,KABAA0,0,sehr wenige
771474,KASCHK0,0,sehr wenige
771474,KAOH0,0,sehr wenige
771492,KAHKO0,256,viele
771492,KAHM0,312,viele
771492,KAKIA,643,sehr viele
771492,KAKIB,339,viele
771492,KALE0,28,sehr wenige
771492,KABK0,0,sehr wenige
771492,KALK0,0,sehr wenige
771492,KADK0,0,sehr wenige
771492,KAOM0,0,sehr wenige
771492,KAPRK0,0,sehr wenige
771492,KAPK0,0,sehr wenige
771492,KAEH0,0,sehr wenige
771492,KARH0,0,sehr wenige
771492,KARK0,0,sehr wenige
771492,KAEK0,0,sehr wenige
771492,KASA0,0,sehr wenige
771492,KAMUS0,0,sehr wenige
771492,KAPAR0,0,sehr wenige
771492,KAEN0,0,sehr wenige
771492,KABAA0,91,sehr wenige
771492,KASCHK0,723,sehr viele
771492,KAOH0,195,wenige
771493,KAHKO0,0,sehr wenige
771493,KAHM0,0,sehr wenige
771493,KAKIA,0,sehr wenige
771493,KAKIB,0,sehr wenige
771493,KALE0,156,wenige
771493,KABK0,151,wenige
771493,KALK0,0,sehr wenige
771493,KADK0,42,sehr wenige
771493,KAOM0,4,sehr wenige
771493,KAPRK0,0,sehr wenige
771493,KAPK0,0,sehr wenige
771493,KAEH0,100,sehr wenige
771493,KARH0,9,sehr wenige
771493,KARK0,16,sehr wenige
771493,KAEK0,131,wenige
771493,KASA0,0,sehr wenige
771493,KAMUS0,0,sehr wenige
771493,KAPAR0,0,sehr wenige
771493,KAEN0,834,sehr viele
771493,KABAA0,0,sehr wenige
771493,KASCHK0,60,sehr wenige
771493,KAOH0,0,sehr wenige
771495,KAHKO0,0,sehr wenige
771495,KAHM0,0,sehr wenige
771495,KAKIA,0,sehr wenige
771495,KAKIB,0,sehr wenige
771495,KALE0,5,sehr wenige
771495,KABK0,0,sehr wenige
771495,KALK0,0,sehr wenige
771495,KADK0,0,sehr wenige
771495,KAOM0,0,sehr wenige
771495,KAPRK0,0,sehr wenige
771495,KAPK0,0,sehr wenige
771495,KAEH0,37,sehr wenige
771495,KARH0,28,sehr wenige
771495,KARK0,41,sehr wenige
771495,KAEK0,42,sehr wenige
771495,KASA0,0,sehr wenige
771495,KAMUS0,0,sehr wenige
771495,KAPAR0,0,sehr wenige
771495,KAEN0,0,sehr wenige
771495,KABAA0,0,sehr wenige
771495,KASCHK0,0,sehr wenige
771495,KAOH0,0,sehr wenige
771496,KAHKO0,0,sehr wenige
771496,KAHM0,0,sehr wenige
771496,KAKIA,0,sehr wenige
771496,KAKIB,0,sehr wenige
771496,KALE0,0,sehr wenige
771496,KABK0,0,sehr wenige
771496,KALK0,0,sehr wenige
771496,KADK0,0,sehr wenige
771496,KAOM0,0,sehr wenige
771496,KAPRK0,0,sehr wenige
771496,KAPK0,0,sehr wenige
771496,KAEH0,867,sehr viele
771496,KARH0,45,sehr wenige
771496,KARK0,106,sehr wenige
771496,KAEK0,880,sehr viele
771496,KASA0,0,sehr wenige
771496,KAMUS0,0,sehr wenige
771496,KAPAR0,0,sehr wenige
771496,KAEN0,0,sehr wenige
771496,KABAA0,0,sehr wenige
771496,KASCHK0,0,sehr wenige
771496,KAOH0,0,sehr wenige
771497,KAHKO0,0,sehr wenige
771497,KAHM0,0,sehr wenige
771497,KAKIA,0,sehr wenige
771497,KAKIB,206,mittel
771497,KALE0,277,viele
771497,KABK0,148,wenige
771497,KALK0,0,sehr wenige
771497,KADK0,47,sehr wenige
771497,KAOM0,0,sehr wenige
771497,KAPRK0,0,sehr wenige
771497,KAPK0,0,sehr wenige
771497,KAEH0,277,viele
771497,KARH0,28,sehr wenige
771497,KARK0,28,sehr wenige
771497,KAEK0,317,viele
771497,KASA0,0,sehr wenige
771497,KAMUS0,0,sehr wenige
771497,KAPAR0,0,sehr wenige
771497,KAEN0,951,sehr viele
771497,KABAA0,0,sehr wenige
771497,KASCHK0,0,sehr wenige
771497,KAOH0,0,sehr wenige
771498,KAHKO0,0,sehr wenige
771498,KAHM0,0,sehr wenige
771498,KAKIA,0,sehr wenige
771498,KAKIB,0,sehr wenige
771498,KALE0,82,sehr wenige
771498,KABK0,0,sehr wenige
771498,KALK0,0,sehr wenige
771498,KADK0,0,sehr wenige
771498,KAOM0,0,sehr wenige
771498,KAPRK0,0,sehr wenige
771498,KAPK0,0,sehr wenige
771498,KAEH0,344,sehr viele
771498,KARH0,14,sehr wenige
771498,KARK0,29,sehr wenige
771498,KAEK0,473,sehr viele
771498,KASA0,0,sehr wenige
771498,KAMUS0,0,sehr wenige
771498,KAPAR0,6,sehr wenige
771498,KAEN0,0,sehr wenige
771498,KABAA0,0,sehr wenige
771498,KASCHK0,5,sehr wenige
771498,KAOH0,0,sehr wenige
771499,KAHKO0,0,sehr wenige
771499,KAHM0,0,sehr wenige
771499,KAKIA,0,sehr wenige
771499,KAKIB,222,mittel
771499,KALE0,191,wenige
771499,KABK0,0,sehr wenige
771499,KALK0,0,sehr wenige
771499,KADK0,24,sehr wenige
771499,KAOM0,0,sehr wenige
771499,KAPRK0,5,sehr wenige
771499,KAPK0,0,sehr wenige
771499,KAEH0,0,sehr wenige
771499,KARH0,0,sehr wenige
771499,KARK0,0,sehr wenige
771499,KAEK0,0,sehr wenige
771499,KASA0,85,sehr wenige
771499,KAMUS0,4,sehr wenige
771499,KAPAR0,0,sehr wenige
771499,KAEN0,604,sehr viele
771499,KABAA0,0,sehr wenige
771499,KASCHK0,117,wenige
771499,KAOH0,0,sehr wenige
771503,KAHKO0,0,sehr wenige
771503,KAHM0,0,sehr wenige
771503,KAKIA,0,sehr wenige
771503,KAKIB,682,sehr viele
771503,KALE0,553,sehr viele
771503,KABK0,226,mittel
771503,KALK0,0,sehr wenige
771503,KADK0,123,wenige
771503,KAOM0,7,sehr wenige
771503,KAPRK0,93,sehr wenige
771503,KAPK0,17,sehr wenige
771503,KAEH0,98,sehr wenige
771503,KARH0,27,sehr wenige
771503,KARK0,18,sehr wenige
771503,KAEK0,58,sehr wenige
771503,KASA0,995,sehr viele
771503,KAMUS0,63,sehr wenige
771503,KAPAR0,30,sehr wenige
771503,KAEN0,1216,sehr viele
771503,KABAA0,17,sehr wenige
771503,KASCHK0,253,mittel
771503,KAOH0,22,sehr wenige
771507,KAHKO0,0,sehr wenige
771507,KAHM0,0,sehr wenige
771507,KAKIA,0,sehr wenige
771507,KAKIB,331,viele
771507,KALE0,397,sehr viele
771507,KABK0,304,viele
771507,KALK0,54,sehr wenige
771507,KADK0,62,sehr wenige
771507,KAOM0,9,sehr wenige
771507,KAPRK0,0,sehr wenige
771507,KAPK0,8,sehr wenige
771507,KAEH0,167,wenige
771507,KARH0,36,sehr wenige
771507,KARK0,20,sehr wenige
771507,KAEK0,70,sehr wenige
771507,KASA0,1219,sehr viele
771507,KAMUS0,45,sehr wenige
771507,KAPAR0,49,sehr wenige
771507,KAEN0,792,sehr viele
771507,KABAA0,59,sehr wenige
771507,KASCHK0,632,sehr viele
771507,KAOH0,172,wenige
771508,KAHKO0,0,sehr wenige
771508,KAHM0,0,sehr wenige
771508,KAKIA,0,sehr wenige
771508,KAKIB,239,mittel
771508,KALE0,435,sehr viele
771508,KABK0,103,sehr wenige
771508,KALK0,41,sehr wenige
771508,KADK0,67,sehr wenige
771508,KAOM0,0,sehr wenige
771508,KAPRK0,20,sehr wenige
771508,KAPK0,5,sehr wenige
771508,KAEH0,82,sehr wenige
