city,latitude,longitude,nearest_distance
Kampen (Sylt),54.98564,8.3644,7.4529919111173255
Karlum,54.82851,8.97516,9.265178826445785
Katharinenheerd,54.33512,8.82839,21.813225542474918
Klanxbüll,54.8635,8.67733,13.271114768973666
Klixbüll,54.80048,8.88897,2.9767601060985043
Koldenbüttel,54.38608,9.06854,10.464663730649331
Kolkerheide,54.62157,9.133,16.353298054529308
Kotzenbüll,54.33201,8.90615,18.507133913976606
Ladelund,54.83961,9.02554,12.712658253032636
Langeneß,54.6766,8.69186,8.263722745086927
Langeneß,54.63917,8.61431,6.048733970419337
Langeneß,54.67601,8.70375,9.030625502702982
Langenhorn,54.66741,8.90002,14.40607260835717
Langenhorn,54.67692,8.91741,13.724045091147893
Leck,54.74938,8.96542,9.147830347206224
Leck,54.77352,8.9729,8.516480326639993
Leck,54.75235,8.93904,7.5623368913582265
Lexgaard,54.83197,8.93945,7.478490902544611
List auf Sylt,55.01854,8.4347,12.933611592330237
Löwenstedt,54.62159,9.17523,17.42692789068117
Lütjenholm,54.6844,9.02546,16.753746971359515
Midlum,54.71461,8.52051,4.3093649186480425
Mildstedt,54.46142,9.09486,3.24701974307626
Mildstedt,54.47653,9.10061,2.9088641998717866
Nebel,54.65154,8.35349,14.055346705684197
Neukirchen,54.87273,8.73661,11.243546456020917
Neukirchen,54.85339,8.80431,7.197532654121474
Neukirchen,54.86842,8.73558,10.911550424940335
Nieblum,54.69043,8.49013,4.79461607601704
Niebüll,54.78639,8.82624,1.3735270622929256
Norddorf auf Amrum,54.67899,8.33426,14.79570959429327
Norderfriedrichskoog,54.40237,8.89568,13.420832471325056
Nordstrand,54.48509,8.86047,12.315153418665608
Nordstrand,54.55133,8.81096,17.289397317311252
Norstedt,54.58781,9.12892,12.753028802994487
Ockholm,54.66516,8.8272,14.249871369149613
Oevenum,54.71047,8.53098,3.5283255081305263
Oldenswort,54.37101,8.94237,14.163876512120932
Oldersbek,54.44619,9.16823,8.167189590228912
Olderup,54.53829,9.1103,7.297936870020123
Oldsum,54.73146,8.44949,8.985914021656743
Ostenfeld (Husum),54.4627,9.23299,11.59785833403263
Osterhever,54.37998,8.73945,23.149392919715943
Osterhever,54.38556,8.76665,21.313865756906203
Oster-Ohrstedt,54.51562,9.22407,11.559129535372266
Pellworm,54.52247,8.64074,18.75402779261462
Pellworm,54.46351,8.55344,24.659826751501473
Poppenbüll,54.36091,8.76135,23.10317652143398
Ramstedt,54.4,9.16742,11.440941242889851
Rantrum,54.44062,9.12832,6.399661713637706
Reußenköge,54.61055,8.91274,16.812805187081796
Risum-Lindholm,54.79505,8.8623,1.1703582477554255
Risum-Lindholm,54.77902,8.8669,2.1139305936743225
Risum-Lindholm,54.78857,8.86332,1.3049761063260077
Risum-Lindholm,54.76151,8.87552,4.022611375939352
Risum-Lindholm,54.75361,8.81497,4.762312789500082
Risum-Lindholm,54.7533,8.84382,4.406362573469903
Risum-Lindholm,54.78802,8.86984,1.7186482278893989
Rodenäs,54.89087,8.70477,14.091327862174316
Sankt Peter-Ording,54.30351,8.64098,30.68284334818788
Schwabstedt,54.3956,9.18969,12.7542202713698
Schwesing,54.49502,9.1351,5.380809785058861
Seeth,54.38038,9.13609,12.220303641166927
Seeth,54.36586,9.16523,14.518470804792427
Seeth,54.38334,9.11927,11.491925170713039
Simonsberg,54.43756,8.95922,7.7515131344732024
