hospital_id,treatment_code,treatment_count
771834,KAHKO0,0
771834,KAHM0,0
771834,KAKIA,0
771834,KAKIB,4
771834,KALE0,199
771834,KABK0,0
771834,KALK0,0
771834,KADK0,0
771834,KAOM0,0
771834,KAPRK0,0
771834,KAPK0,0
771834,KAEH0,337
771834,KARH0,19
771834,KARK0,26
771834,KAEK0,382
771834,KASA0,0
771834,KAMUS0,0
771834,KAPAR0,0
771834,KAEN0,0
771834,KABAA0,0
771834,KASCHK0,0
771834,KAOH0,0
771835,KAHKO0,0
771835,KAHM0,0
771835,KAKIA,0
771835,KAKIB,689
771835,KALE0,637
771835,KABK0,208
771835,KALK0,54
771835,KADK0,68
771835,KAOM0,30
771835,KAPRK0,97
771835,KAPK0,7
771835,KAEH0,215
771835,KARH0,28
771835,KARK0,27
771835,KAEK0,98
771835,KASA0,916
771835,KAMUS0,89
771835,KAPAR0,54
771835,KAEN0,1400
771835,KABAA0,58
771835,KASCHK0,619
771835,KAOH0,146
771836,KAHKO0,0
771836,KAHM0,0
771836,KAKIA,0
771836,KAKIB,178
771836,KALE0,135
771836,KABK0,0
771836,KALK0,0
771836,KADK0,38
771836,KAOM0,0
771836,KAPRK0,0
771836,KAPK0,0
771836,KAEH0,72
771836,KARH0,0
771836,KARK0,0
771836,KAEK0,65
771836,KASA0,66
771836,KAMUS0,0
771836,KAPAR0,0
771836,KAEN0,0
771836,KABAA0,0
771836,KASCHK0,0
771836,KAOH0,0
771837,KAHKO0,0
771837,KAHM0,0
771837,KAKIA,0
771837,KAKIB,0
771837,KALE0,78
771837,KABK0,0
771837,KALK0,0
771837,KADK0,10
771837,KAOM0,0
771837,KAPRK0,5
771837,KAPK0,0
771837,KAEH0,77
771837,KARH0,13
771837,KARK0,9
771837,KAEK0,89
771837,KASA0,0
771837,KAMUS0,0
771837,KAPAR0,0
771837,KAEN0,0
771837,KABAA0,0
771837,KASCHK0,0
771837,KAOH0,0
771839,KAHKO0,0
771839,KAHM0,0
771839,KAKIA,0
771839,KAKIB,378
771839,KALE0,585
771839,KABK0,281
771839,KALK0,33
771839,KADK0,58
771839,KAOM0,4
771839,KAPRK0,45
771839,KAPK0,8
771839,KAEH0,223
771839,KARH0,39
771839,KARK0,29
771839,KAEK0,195
771839,KASA0,315
771839,KAMUS0,31
771839,KAPAR0,101
771839,KAEN0,616
771839,KABAA0,59
771839,KASCHK0,443
771839,KAOH0,62
771840,KAHKO0,0
771840,KAHM0,0
771840,KAKIA,0
771840,KAKIB,16
771840,KALE0,229
771840,KABK0,0
771840,KALK0,0
771840,KADK0,44
771840,KAOM0,0
771840,KAPRK0,0
771840,KAPK0,0
771840,KAEH0,273
771840,KARH0,19
771840,KARK0,22
771840,KAEK0,279
771840,KASA0,178
771840,KAMUS0,0
771840,KAPAR0,15
771840,KAEN0,0
771840,KABAA0,4
771840,KASCHK0,124
771840,KAOH0,18
771841,KAHKO0,0
771841,KAHM0,0
771841,KAKIA,0
771841,KAKIB,0
771841,KALE0,223
771841,KABK0,0
771841,KALK0,0
771841,KADK0,0
771841,KAOM0,0
771841,KAPRK0,0
771841,KAPK0,0
771841,KAEH0,119
771841,KARH0,9
771841,KARK0,10
771841,KAEK0,95
771841,KASA0,298
771841,KAMUS0,39
771841,KAPAR0,14
771841,KAEN0,0
771841,KABAA0,0
771841,KASCHK0,0
771841,KAOH0,16
771842,KAHKO0,0
771842,KAHM0,0
771842,KAKIA,0
771842,KAKIB,335
771842,KALE0,534
771842,KABK0,103
771842,KALK0,0
771842,KADK0,53
771842,KAOM0,0
771842,KAPRK0,0
771842,KAPK0,5
771842,KAEH0,112
771842,KARH0,19
771842,KARK0,7
771842,KAEK0,117
771842,KASA0,358
771842,KAMUS0,55
771842,KAPAR0,32
771842,KAEN0,983
771842,KABAA0,7
771842,KASCHK0,138
771842,KAOH0,12
771843,KAHKO0,0
771843,KAHM0,0
771843,KAKIA,0
771843,KAKIB,777
771843,KALE0,362
771843,KABK0,186
771843,KALK0,0
771843,KADK0,98
771843,KAOM0,6
771843,KAPRK0,167
771843,KAPK0,13
771843,KAEH0,172
771843,KARH0,7
771843,KARK0,0
771843,KAEK0,32
771843,KASA0,559
771843,KAMUS0,31
771843,KAPAR0,40
771843,KAEN0,1221
771843,KABAA0,5
771843,KASCHK0,249
771843,KAOH0,22
771847,KAHKO0,0
771847,KAHM0,0
771847,KAKIA,0
771847,KAKIB,0
771847,KALE0,107
771847,KABK0,0
771847,KALK0,0
771847,KADK0,0
771847,KAOM0,0
771847,KAPRK0,0
771847,KAPK0,0
771847,KAEH0,0
771847,KARH0,0
771847,KARK0,0
771847,KAEK0,0
771847,KASA0,0
771847,KAMUS0,0
771847,KAPAR0,6
771847,KAEN0,0
771847,KABAA0,0
771847,KASCHK0,0
771847,KAOH0,0
771848,KAHKO0,0
771848,KAHM0,0
771848,KAKIA,0
771848,KAKIB,326
771848,KALE0,525
771848,KABK0,0
771848,KALK0,0
771848,KADK0,45
771848,KAOM0,0
771848,KAPRK0,23
771848,KAPK0,0
771848,KAEH0,99
771848,KARH0,14
771848,KARK0,26
771848,KAEK0,123
771848,KASA0,0
771848,KAMUS0,0
771848,KAPAR0,0
771848,KAEN0,913
771848,KABAA0,29
771848,KASCHK0,463
771848,KAOH0,61
771849,KAHKO0,0
771849,KAHM0,0
771849,KAKIA,0
771849,KAKIB,0
771849,KALE0,172
771849,KABK0,0
771849,KALK0,0
771849,KADK0,0
771849,KAOM0,0
771849,KAPRK0,0
771849,KAPK0,0
771849,KAEH0,522
771849,KARH0,18
771849,KARK0,22
771849,KAEK0,424
771849,KASA0,0
771849,KAMUS0,0
771849,KAPAR0,0
771849,KAEN0,0
771849,KABAA0,0
771849,KASCHK0,0
771849,KAOH0,0
771850,KAHKO0,0
771850,KAHM0,0
771850,KAKIA,0
771850,KAKIB,551
771850,KALE0,211
771850,KABK0,0
771850,KALK0,0
771850,KADK0,7
771850,KAOM0,0
771850,KAPRK0,0
771850,KAPK0,0
771850,KAEH0,374
771850,KARH0,39
771850,KARK0,23
771850,KAEK0,358
771850,KASA0,0
771850,KAMUS0,0
771850,KAPAR0,0
771850,KAEN0,0
771850,KABAA0,0
771850,KASCHK0,0
771850,KAOH0,0
771851,KAHKO0,0
771851,KAHM0,0
771851,KAKIA,0
771851,KAKIB,148
771851,KALE0,509
771851,KABK0,261
771851,KALK0,103
771851,KADK0,73
771851,KAOM0,10
771851,KAPRK0,0
771851,KAPK0,0
771851,KAEH0,0
771851,KARH0,0
771851,KARK0,0
771851,KAEK0,0
771851,KASA0,0
771851,KAMUS0,0
771851,KAPAR0,0
771851,KAEN0,2153
771851,KABAA0,62
771851,KASCHK0,404
771851,KAOH0,137
771852,KAHKO0,0
771852,KAHM0,0
771852,KAKIA,0
771852,KAKIB,0
771852,KALE0,170
771852,KABK0,0
771852,KALK0,0
771852,KADK0,18
771852,KAOM0,0
771852,KAPRK0,0
771852,KAPK0,0
771852,KAEH0,39
771852,KARH0,0
771852,KARK0,0
771852,KAEK0,0
771852,KASA0,0
771852,KAMUS0,0
771852,KAPAR0,0
771852,KAEN0,0
771852,KABAA0,0
771852,KASCHK0,0
771852,KAOH0,0
771854,KAHKO0,0
771854,KAHM0,0
771854,KAKIA,0
771854,KAKIB,347
771854,KALE0,370
771854,KABK0,139
771854,KALK0,0
771854,KADK0,33
771854,KAOM0,0
771854,KAPRK0,0
771854,KAPK0,0
771854,KAEH0,84
771854,KARH0,21
771854,KARK0,11
771854,KAEK0,102
771854,KASA0,791
771854,KAMUS0,39
771854,KAPAR0,44
771854,KAEN0,1400
771854,KABAA0,10
771854,KASCHK0,160
771854,KAOH0,36
771855,KAHKO0,0
771855,KAHM0,0
771855,KAKIA,0
771855,KAKIB,7
771855,KALE0,73
771855,KABK0,0
771855,KALK0,0
771855,KADK0,0
771855,KAOM0,0
771855,KAPRK0,0
771855,KAPK0,0
771855,KAEH0,0
771855,KARH0,0
771855,KARK0,0
771855,KAEK0,0
771855,KASA0,0
771855,KAMUS0,0
771855,KAPAR0,7
771855,KAEN0,0
771855,KABAA0,0
771855,KASCHK0,0
771855,KAOH0,0
771856,KAHKO0,0
771856,KAHM0,0
771856,KAKIA,0
771856,KAKIB,0
771856,KALE0,0
771856,KABK0,0
771856,KALK0,0
771856,KADK0,0
771856,KAOM0,0
771856,KAPRK0,0
771856,KAPK0,0
771856,KAEH0,428
771856,KARH0,55
771856,KARK0,55
771856,KAEK0,431
771856,KASA0,0
771856,KAMUS0,0
771856,KAPAR0,0
771856,KAEN0,0
771856,KABAA0,0
771856,KASCHK0,0
771856,KAOH0,0
771860,KAHKO0,0
771860,KAHM0,0
771860,KAKIA,0
771860,KAKIB,0
771860,KALE0,0
771860,KABK0,0
771860,KALK0,0
771860,KADK0,0
771860,KAOM0,0
771860,KAPRK0,0
771860,KAPK0,0
771860,KAEH0,1043
771860,KARH0,69
771860,KARK0,45
771860,KAEK0,763
771860,KASA0,0
771860,KAMUS0,0
771860,KAPAR0,0
771860,KAEN0,0
771860,KABAA0,0
771860,KASCHK0,0
771860,KAOH0,0
771861,KAHKO0,0
771861,KAHM0,0
771861,KAKIA,0
771861,KAKIB,15
771861,KALE0,358
771861,KABK0,57
771861,KALK0,0
771861,KADK0,41
771861,KAOM0,5
771861,KAPRK0,0
771861,KAPK0,0
771861,KAEH0,0
771861,KARH0,0
771861,KARK0,0
771861,KAEK0,0
771861,KASA0,0
771861,KAMUS0,0
771861,KAPAR0,15
771861,KAEN0,0
771861,KABAA0,0
771861,KASCHK0,0
771861,KAOH0,0
771862,KAHKO0,0
771862,KAHM0,0
771862,KAKIA,0
771862,KAKIB,360
771862,KALE0,305
771862,KABK0,41
771862,KALK0,0
771862,KADK0,30
771862,KAOM0,0
771862,KAPRK0,0
771862,KAPK0,0
771862,KAEH0,257
771862,KARH0,34
771862,KARK0,56
771862,KAEK0,299
771862,KASA0,0
771862,KAMUS0,0
771862,KAPAR0,5
771862,KAEN0,616
771862,KABAA0,4
771862,KASCHK0,42
771862,KAOH0,8
771872,KAHKO0,0
771872,KAHM0,0
771872,KAKIA,0
771872,KAKIB,0
771872,KALE0,0
771872,KABK0,0
771872,KALK0,0
771872,KADK0,0
771872,KAOM0,0
771872,KAPRK0,0
771872,KAPK0,0
771872,KAEH0,696
771872,KARH0,149
771872,KARK0,225
771872,KAEK0,648
771872,KASA0,0
771872,KAMUS0,0
771872,KAPAR0,0
771872,KAEN0,0
771872,KABAA0,0
771872,KASCHK0,0
771872,KAOH0,0
771873,KAHKO0,0
771873,KAHM0,0
771873,KAKIA,0
771873,KAKIB,0
771873,KALE0,144
771873,KABK0,0
771873,KALK0,0
771873,KADK0,8
771873,KAOM0,0
771873,KAPRK0,17
771873,KAPK0,0
771873,KAEH0,12
771873,KARH0,0
771873,KARK0,0
771873,KAEK0,22
771873,KASA0,0
771873,KAMUS0,0
771873,KAPAR0,0
771873,KAEN0,0
771873,KABAA0,0
771873,KASCHK0,0
771873,KAOH0,0
771874,KAHKO0,0
771874,KAHM0,0
771874,KAKIA,0
771874,KAKIB,0
771874,KALE0,0
771874,KABK0,0
771874,KALK0,0
771874,KADK0,0
771874,KAOM0,0
771874,KAPRK0,0
771874,KAPK0,0
771874,KAEH0,0
771874,KARH0,0
771874,KARK0,0
771874,KAEK0,0
771874,KASA0,0
771874,KAMUS0,0
771874,KAPAR0,0
771874,KAEN0,0
771874,KABAA0,0
771874,KASCHK0,0
771874,KAOH0,0
771875,KAHKO0,0
771875,KAHM0,0
771875,KAKIA,0
771875,KAKIB,0
771875,KALE0,0
771875,KABK0,0
771875,KALK0,0
771875,KADK0,0
771875,KAOM0,0
771875,KAPRK0,0
771875,KAPK0,0
771875,KAEH0,0
771875,KARH0,0
771875,KARK0,0
771875,KAEK0,0
771875,KASA0,0
771875,KAMUS0,0
771875,KAPAR0,0
771875,KAEN0,0
771875,KABAA0,0
771875,KASCHK0,0
771875,KAOH0,0
771876,KAHKO0,0
771876,KAHM0,8
771876,KAKIA,0
771876,KAKIB,499
771876,KALE0,390
771876,KABK0,194
771876,KALK0,0
771876,KADK0,82
771876,KAOM0,15
771876,KAPRK0,87
771876,KAPK0,6
771876,KAEH0,46
771876,KARH0,22
771876,KARK0,41
771876,KAEK0,148
771876,KASA0,445
771876,KAMUS0,15
771876,KAPAR0,23
771876,KAEN0,653
771876,KABAA0,21
771876,KASCHK0,260
771876,KAOH0,24
771877,KAHKO0,0
771877,KAHM0,0
771877,KAKIA,0
771877,KAKIB,0
771877,KALE0,6
771877,KABK0,0
771877,KALK0,0
771877,KADK0,0
771877,KAOM0,0
771877,KAPRK0,0
771877,KAPK0,0
771877,KAEH0,0
771877,KARH0,0
771877,KARK0,0
771877,KAEK0,0
771877,KASA0,0
771877,KAMUS0,0
771877,KAPAR0,5
771877,KAEN0,0
771877,KABAA0,0
771877,KASCHK0,0
771877,KAOH0,0
771878,KAHKO0,0
771878,KAHM0,0
771878,KAKIA,0
771878,KAKIB,0
771878,KALE0,161
771878,KABK0,12
771878,KALK0,0
771878,KADK0,26
771878,KAOM0,0
771878,KAPRK0,6
771878,KAPK0,0
771878,KAEH0,55
771878,KARH0,4
771878,KARK0,25
771878,KAEK0,128
771878,KASA0,0
771878,KAMUS0,0
771878,KAPAR0,0
771878,KAEN0,482
771878,KABAA0,0
771878,KASCHK0,95
771878,KAOH0,5
771887,KAHKO0,0
771887,KAHM0,0
771887,KAKIA,0
771887,KAKIB,0
771887,KALE0,225
771887,KABK0,0
771887,KALK0,0
771887,KADK0,19
771887,KAOM0,0
771887,KAPRK0,0
771887,KAPK0,0
771887,KAEH0,5
771887,KARH0,0
771887,KARK0,0
771887,KAEK0,0
771887,KASA0,0
771887,KAMUS0,0
771887,KAPAR0,0
771887,KAEN0,99
771887,KABAA0,17
771887,KASCHK0,430
771887,KAOH0,26
771888,KAHKO0,0
771888,KAHM0,0
771888,KAKIA,0
771888,KAKIB,190
771888,KALE0,322
771888,KABK0,155
771888,KALK0,0
771888,KADK0,31
771888,KAOM0,9
771888,KAPRK0,0
771888,KAPK0,8
771888,KAEH0,210
771888,KARH0,26
771888,KARK0,18
771888,KAEK0,145
771888,KASA0,0
771888,KAMUS0,0
771888,KAPAR0,0
771888,KAEN0,643
771888,KABAA0,8
771888,KASCHK0,243
771888,KAOH0,32
771889,KAHKO0,0
771889,KAHM0,0
771889,KAKIA,0
771889,KAKIB,312
771889,KALE0,337
771889,KABK0,141
771889,KALK0,5
771889,KADK0,72
771889,KAOM0,12
771889,KAPRK0,0
771889,KAPK0,12
771889,KAEH0,94
771889,KARH0,11
771889,KARK0,13
771889,KAEK0,80
771889,KASA0,75
771889,KAMUS0,5
771889,KAPAR0,65
771889,KAEN0,916
771889,KABAA0,43
771889,KASCHK0,483
771889,KAOH0,76
771890,KAHKO0,0
771890,KAHM0,0
771890,KAKIA,0
771890,KAKIB,198
771890,KALE0,248
771890,KABK0,0
771890,KALK0,0
771890,KADK0,8
771890,KAOM0,0
771890,KAPRK0,0
771890,KAPK0,0
771890,KAEH0,9
771890,KARH0,0
771890,KARK0,0
771890,KAEK0,0
771890,KASA0,0
771890,KAMUS0,0
771890,KAPAR0,0
771890,KAEN0,0
771890,KABAA0,0
771890,KASCHK0,10
771890,KAOH0,0
771891,KAHKO0,0
771891,KAHM0,0
771891,KAKIA,0
771891,KAKIB,503
771891,KALE0,258
771891,KABK0,187
771891,KALK0,0
771891,KADK0,67
771891,KAOM0,8
771891,KAPRK0,75
771891,KAPK0,7
771891,KAEH0,165
771891,KARH0,23
771891,KARK0,27
771891,KAEK0,104
771891,KASA0,0
771891,KAMUS0,0
771891,KAPAR0,0
771891,KAEN0,2317
771891,KABAA0,0
771891,KASCHK0,0
771891,KAOH0,0
771892,KAHKO0,0
771892,KAHM0,0
771892,KAKIA,0
771892,KAKIB,640
771892,KALE0,317
771892,KABK0,0
771892,KALK0,0
771892,KADK0,41
771892,KAOM0,5
771892,KAPRK0,0
771892,KAPK0,0
771892,KAEH0,268
771892,KARH0,15
771892,KARK0,32
771892,KAEK0,359
771892,KASA0,0
771892,KAMUS0,0
771892,KAPAR0,0
771892,KAEN0,0
771892,KABAA0,0
771892,KASCHK0,6
771892,KAOH0,0
771893,KAHKO0,0
771893,KAHM0,0
771893,KAKIA,0
771893,KAKIB,0
771893,KALE0,205
771893,KABK0,0
771893,KALK0,0
771893,KADK0,29
771893,KAOM0,4
771893,KAPRK0,58
771893,KAPK0,9
771893,KAEH0,0
771893,KARH0,0
771893,KARK0,0
771893,KAEK0,0
771893,KASA0,0
771893,KAMUS0,0
771893,KAPAR0,25
771893,KAEN0,0
771893,KABAA0,6
771893,KASCHK0,176
771893,KAOH0,9
771896,KAHKO0,0
771896,KAHM0,0
771896,KAKIA,0
771896,KAKIB,0
771896,KALE0,0
771896,KABK0,0
771896,KALK0,0
771896,KADK0,0
771896,KAOM0,0
771896,KAPRK0,0
771896,KAPK0,0
771896,KAEH0,730
771896,KARH0,97
771896,KARK0,175
771896,KAEK0,629
771896,KASA0,0
771896,KAMUS0,0
771896,KAPAR0,0
771896,KAEN0,0
771896,KABAA0,0
771896,KASCHK0,0
771896,KAOH0,0
771897,KAHKO0,0
771897,KAHM0,0
771897,KAKIA,0
771897,KAKIB,0
771897,KALE0,263
771897,KABK0,49
771897,KALK0,20
771897,KADK0,34
771897,KAOM0,0
771897,KAPRK0,0
771897,KAPK0,0
771897,KAEH0,78
771897,KARH0,8
771897,KARK0,13
771897,KAEK0,66
771897,KASA0,800
771897,KAMUS0,71
771897,KAPAR0,105
771897,KAEN0,0
771897,KABAA0,0
771897,KASCHK0,7
771897,KAOH0,15
771899,KAHKO0,0
771899,KAHM0,0
771899,KAKIA,0
771899,KAKIB,0
771899,KALE0,0
771899,KABK0,12
771899,KALK0,0
771899,KADK0,0
771899,KAOM0,0
771899,KAPRK0,0
771899,KAPK0,0
771899,KAEH0,62
771899,KARH0,36
771899,KARK0,53
771899,KAEK0,69
771899,KASA0,0
771899,KAMUS0,0
771899,KAPAR0,0
771899,KAEN0,0
771899,KABAA0,0
771899,KASCHK0,0
771899,KAOH0,0
771900,KAHKO0,0
771900,KAHM0,0
771900,KAKIA,0
771900,KAKIB,0
771900,KALE0,0
771900,KABK0,0
771900,KALK0,0
771900,KADK0,0
771900,KAOM0,0
771900,KAPRK0,0
771900,KAPK0,0
771900,KAEH0,322
771900,KARH0,23
771900,KARK0,61
771900,KAEK0,396
771900,KASA0,0
771900,KAMUS0,0
771900,KAPAR0,0
771900,KAEN0,0
771900,KABAA0,0
771900,KASCHK0,0
771900,KAOH0,0
771901,KAHKO0,476
771901,KAHM0,698
771901,KAKIA,1016
771901,KAKIB,608
771901,KALE0,10
771901,KABK0,0
771901,KALK0,0
771901,KADK0,0
771901,KAOM0,0
771901,KAPRK0,0
771901,KAPK0,0
771901,KAEH0,0
771901,KARH0,0
771901,KARK0,0
771901,KAEK0,0
771901,KASA0,0
771901,KAMUS0,0
771901,KAPAR0,0
771901,KAEN0,0
771901,KABAA0,0
771901,KASCHK0,0
771901,KAOH0,0
771902,KAHKO0,0
771902,KAHM0,0
771902,KAKIA,0
771902,KAKIB,0
771902,KALE0,0
771902,KABK0,0
771902,KALK0,0
771902,KADK0,0
771902,KAOM0,0
771902,KAPRK0,0
771902,KAPK0,0
771902,KAEH0,0
771902,KARH0,0
771902,KARK0,0
771902,KAEK0,0
771902,KASA0,0
771902,KAMUS0,0
771902,KAPAR0,0
771902,KAEN0,0
771902,KABAA0,0
771902,KASCHK0,0
771902,KAOH0,0
771903,KAHKO0,0
771903,KAHM0,0
771903,KAKIA,0
771903,KAKIB,247
771903,KALE0,336
771903,KABK0,27
771903,KALK0,120
771903,KADK0,77
771903,KAOM0,8
771903,KAPRK0,103
771903,KAPK0,9
771903,KAEH0,359
771903,KARH0,41
771903,KARK0,31
771903,KAEK0,275
771903,KASA0,334
771903,KAMUS0,605
771903,KAPAR0,175
771903,KAEN0,0
771903,KABAA0,0
771903,KASCHK0,82
771903,KAOH0,18
771904,KAHKO0,0
771904,KAHM0,0
771904,KAKIA,0
771904,KAKIB,0
771904,KALE0,210
771904,KABK0,0
771904,KALK0,0
771904,KADK0,36
771904,KAOM0,0
771904,KAPRK0,0
771904,KAPK0,0
771904,KAEH0,78
771904,KARH0,0
771904,KARK0,12
771904,KAEK0,125
771904,KASA0,0
771904,KAMUS0,0
771904,KAPAR0,0
771904,KAEN0,0
771904,KABAA0,0
771904,KASCHK0,0
771904,KAOH0,0
771905,KAHKO0,0
771905,KAHM0,0
771905,KAKIA,0
771905,KAKIB,0
771905,KALE0,222
771905,KABK0,0
771905,KALK0,0
771905,KADK0,25
771905,KAOM0,0
771905,KAPRK0,0
771905,KAPK0,0
771905,KAEH0,107
771905,KARH0,6
771905,KARK0,27
771905,KAEK0,235
771905,KASA0,0
771905,KAMUS0,0
771905,KAPAR0,0
771905,KAEN0,0
771905,KABAA0,0
771905,KASCHK0,0
771905,KAOH0,0
771906,KAHKO0,0
771906,KAHM0,0
771906,KAKIA,0
771906,KAKIB,0
771906,KALE0,183
771906,KABK0,0
771906,KALK0,4
771906,KADK0,24
771906,KAOM0,0
771906,KAPRK0,0
771906,KAPK0,0
771906,KAEH0,103
771906,KARH0,8
771906,KARK0,9
771906,KAEK0,111
771906,KASA0,0
771906,KAMUS0,0
771906,KAPAR0,0
771906,KAEN0,0
771906,KABAA0,0
771906,KASCHK0,0
771906,KAOH0,0
771907,KAHKO0,0
771907,KAHM0,0
771907,KAKIA,0
771907,KAKIB,0
771907,KALE0,33
771907,KABK0,0
771907,KALK0,0
771907,KADK0,0
771907,KAOM0,0
771907,KAPRK0,0
771907,KAPK0,0
771907,KAEH0,0
771907,KARH0,0
771907,KARK0,0
771907,KAEK0,0
771907,KASA0,0
771907,KAMUS0,0
771907,KAPAR0,18
771907,KAEN0,0
771907,KABAA0,0
771907,KASCHK0,0
771907,KAOH0,0
771908,KAHKO0,0
771908,KAHM0,0
771908,KAKIA,0
771908,KAKIB,0
771908,KALE0,89
771908,KABK0,0
771908,KALK0,0
771908,KADK0,0
771908,KAOM0,0
771908,KAPRK0,0
771908,KAPK0,0
771908,KAEH0,0
771908,KARH0,0
771908,KARK0,0
771908,KAEK0,0
771908,KASA0,0
771908,KAMUS0,0
771908,KAPAR0,19
771908,KAEN0,0
771908,KABAA0,0
771908,KASCHK0,0
771908,KAOH0,0
771909,KAHKO0,0
771909,KAHM0,0
771909,KAKIA,0
771909,KAKIB,0
771909,KALE0,0
771909,KABK0,0
771909,KALK0,0
771909,KADK0,0
771909,KAOM0,0
771909,KAPRK0,0
771909,KAPK0,0
771909,KAEH0,0
771909,KARH0,0
771909,KARK0,0
771909,KAEK0,0
771909,KASA0,0
771909,KAMUS0,0
771909,KAPAR0,0
771909,KAEN0,0
771909,KABAA0,0
771909,KASCHK0,0
771909,KAOH0,0
771910,KAHKO0,0
771910,KAHM0,0
771910,KAKIA,0
771910,KAKIB,927
771910,KALE0,549
771910,KABK0,0
771910,KALK0,0
771910,KADK0,0
771910,KAOM0,0
771910,KAPRK0,0
771910,KAPK0,0
771910,KAEH0,0
771910,KARH0,0
771910,KARK0,0
771910,KAEK0,0
771910,KASA0,0
771910,KAMUS0,0
771910,KAPAR0,0
771910,KAEN0,0
771910,KABAA0,0
771910,KASCHK0,115
771910,KAOH0,0
771911,KAHKO0,0
771911,KAHM0,0
771911,KAKIA,0
771911,KAKIB,0
771911,KALE0,0
771911,KABK0,0
771911,KALK0,0
771911,KADK0,0
771911,KAOM0,0
771911,KAPRK0,0
771911,KAPK0,0
771911,KAEH0,0
771911,KARH0,0
771911,KARK0,0
771911,KAEK0,0
771911,KASA0,644
771911,KAMUS0,60
771911,KAPAR0,16
771911,KAEN0,0
771911,KABAA0,0
771911,KASCHK0,0
771911,KAOH0,0
771912,KAHKO0,0
771912,KAHM0,0
771912,KAKIA,0
771912,KAKIB,0
771912,KALE0,0
771912,KABK0,0
771912,KALK0,0
771912,KADK0,0
771912,KAOM0,0
771912,KAPRK0,0
771912,KAPK0,0
771912,KAEH0,0
771912,KARH0,0
771912,KARK0,0
771912,KAEK0,0
771912,KASA0,0
771912,KAMUS0,0
771912,KAPAR0,1729
771912,KAEN0,0
771912,KABAA0,0
771912,KASCHK0,0
771912,KAOH0,0
771913,KAHKO0,0
771913,KAHM0,0
771913,KAKIA,0
771913,KAKIB,0
771913,KALE0,0
771913,KABK0,0
771913,KALK0,0
771913,KADK0,0
771913,KAOM0,0
771913,KAPRK0,0
771913,KAPK0,0
771913,KAEH0,56
771913,KARH0,0
771913,KARK0,4
771913,KAEK0,104
771913,KASA0,0
771913,KAMUS0,0
771913,KAPAR0,0
771913,KAEN0,0
771913,KABAA0,0
771913,KASCHK0,0
771913,KAOH0,0
771915,KAHKO0,0
771915,KAHM0,0
771915,KAKIA,0
771915,KAKIB,282
771915,KALE0,329
771915,KABK0,146
771915,KALK0,0
771915,KADK0,84
771915,KAOM0,26
771915,KAPRK0,340
771915,KAPK0,21
771915,KAEH0,0
771915,KARH0,0
771915,KARK0,0
771915,KAEK0,0
771915,KASA0,0
771915,KAMUS0,0
771915,KAPAR0,0
771915,KAEN0,1428
771915,KABAA0,19
771915,KASCHK0,205
771915,KAOH0,75
771916,KAHKO0,0
771916,KAHM0,0
771916,KAKIA,0
771916,KAKIB,0
771916,KALE0,17
771916,KABK0,0
771916,KALK0,0
771916,KADK0,0
771916,KAOM0,0
771916,KAPRK0,0
771916,KAPK0,0
771916,KAEH0,0
771916,KARH0,0
771916,KARK0,0
771916,KAEK0,0
771916,KASA0,0
771916,KAMUS0,0
771916,KAPAR0,14
771916,KAEN0,0
771916,KABAA0,0
771916,KASCHK0,0
771916,KAOH0,0
771917,KAHKO0,0
771917,KAHM0,0
771917,KAKIA,0
771917,KAKIB,0
771917,KALE0,434
771917,KABK0,6
771917,KALK0,0
771917,KADK0,74
771917,KAOM0,6
771917,KAPRK0,0
771917,KAPK0,13
771917,KAEH0,143
771917,KARH0,13
771917,KARK0,9
771917,KAEK0,106
771917,KASA0,0
771917,KAMUS0,0
771917,KAPAR0,5
771917,KAEN0,3943
771917,KABAA0,0
771917,KASCHK0,35
771917,KAOH0,0
771918,KAHKO0,0
771918,KAHM0,0
771918,KAKIA,0
771918,KAKIB,0
771918,KALE0,73
771918,KABK0,0
771918,KALK0,0
771918,KADK0,0
771918,KAOM0,0
771918,KAPRK0,198
771918,KAPK0,0
771918,KAEH0,0
771918,KARH0,0
771918,KARK0,0
771918,KAEK0,0
771918,KASA0,0
771918,KAMUS0,0
771918,KAPAR0,0
771918,KAEN0,0
771918,KABAA0,59
771918,KASCHK0,484
771918,KAOH0,43
771919,KAHKO0,0
771919,KAHM0,0
771919,KAKIA,0
771919,KAKIB,0
771919,KALE0,0
771919,KABK0,0
771919,KALK0,0
771919,KADK0,0
771919,KAOM0,0
771919,KAPRK0,0
771919,KAPK0,0
771919,KAEH0,0
771919,KARH0,0
771919,KARK0,0
771919,KAEK0,0
771919,KASA0,0
771919,KAMUS0,0
771919,KAPAR0,1417
771919,KAEN0,0
771919,KABAA0,0
771919,KASCHK0,0
771919,KAOH0,0
771920,KAHKO0,0
771920,KAHM0,0
771920,KAKIA,0
771920,KAKIB,0
771920,KALE0,6
771920,KABK0,0
771920,KALK0,0
771920,KADK0,0
771920,KAOM0,0
771920,KAPRK0,0
771920,KAPK0,0
771920,KAEH0,0
771920,KARH0,0
771920,KARK0,0
771920,KAEK0,0
771920,KASA0,0
771920,KAMUS0,0
771920,KAPAR0,4
771920,KAEN0,0
771920,KABAA0,0
771920,KASCHK0,0
771920,KAOH0,0
771921,KAHKO0,0
771921,KAHM0,0
771921,KAKIA,0
771921,KAKIB,0
