hospital_id,treatment_code,treatment_count
771043,KAPK0,9
771043,KAEH0,761
771043,KARH0,37
771043,KARK0,55
771043,KAEK0,621
771043,KASA0,0
771043,KAMUS0,0
771043,KAPAR0,23
771043,KAEN0,1355
771043,KABAA0,0
771043,KASCHK0,0
771043,KAOH0,0
771052,KAHKO0,0
771052,KAHM0,0
771052,KAKIA,0
771052,KAKIB,0
771052,KALE0,179
771052,KABK0,0
771052,KALK0,0
771052,KADK0,0
771052,KAOM0,0
771052,KAPRK0,0
771052,KAPK0,0
771052,KAEH0,0
771052,KARH0,0
771052,KARK0,0
771052,KAEK0,0
771052,KASA0,0
771052,KAMUS0,0
771052,KAPAR0,0
771052,KAEN0,0
771052,KABAA0,0
771052,KASCHK0,0
771052,KAOH0,0
771053,KAHKO0,0
771053,KAHM0,0
771053,KAKIA,0
771053,KAKIB,193
771053,KALE0,243
771053,KABK0,0
771053,KALK0,0
771053,KADK0,31
771053,KAOM0,0
771053,KAPRK0,0
771053,KAPK0,0
771053,KAEH0,84
771053,KARH0,13
771053,KARK0,24
771053,KAEK0,90
771053,KASA0,106
771053,KAMUS0,0
771053,KAPAR0,0
771053,KAEN0,614
771053,KABAA0,0
771053,KASCHK0,53
771053,KAOH0,4
771054,KAHKO0,0
771054,KAHM0,0
771054,KAKIA,0
771054,KAKIB,0
771054,KALE0,0
771054,KABK0,0
771054,KALK0,0
771054,KADK0,0
771054,KAOM0,0
771054,KAPRK0,0
771054,KAPK0,0
771054,KAEH0,0
771054,KARH0,0
771054,KARK0,0
771054,KAEK0,0
771054,KASA0,0
771054,KAMUS0,0
771054,KAPAR0,0
771054,KAEN0,0
771054,KABAA0,0
771054,KASCHK0,0
771054,KAOH0,0
771056,KAHKO0,1290
771056,KAHM0,833
771056,KAKIA,894
771056,KAKIB,1196
771056,KALE0,45
771056,KABK0,0
771056,KALK0,33
771056,KADK0,0
771056,KAOM0,0
771056,KAPRK0,0
771056,KAPK0,0
771056,KAEH0,0
771056,KARH0,0
771056,KARK0,0
771056,KAEK0,0
771056,KASA0,0
771056,KAMUS0,0
771056,KAPAR0,0
771056,KAEN0,0
771056,KABAA0,0
771056,KASCHK0,63
771056,KAOH0,0
771057,KAHKO0,0
771057,KAHM0,0
771057,KAKIA,0
771057,KAKIB,345
771057,KALE0,415
771057,KABK0,249
771057,KALK0,0
771057,KADK0,81
771057,KAOM0,28
771057,KAPRK0,0
771057,KAPK0,25
771057,KAEH0,184
771057,KARH0,6
771057,KARK0,12
771057,KAEK0,228
771057,KASA0,350
771057,KAMUS0,0
771057,KAPAR0,19
771057,KAEN0,3526
771057,KABAA0,29
771057,KASCHK0,446
771057,KAOH0,89
771059,KAHKO0,0
771059,KAHM0,0
771059,KAKIA,0
771059,KAKIB,0
771059,KALE0,106
771059,KABK0,0
771059,KALK0,0
771059,KADK0,0
771059,KAOM0,0
771059,KAPRK0,0
771059,KAPK0,0
771059,KAEH0,0
771059,KARH0,0
771059,KARK0,0
771059,KAEK0,0
771059,KASA0,0
771059,KAMUS0,0
771059,KAPAR0,15
771059,KAEN0,0
771059,KABAA0,0
771059,KASCHK0,0
771059,KAOH0,0
771060,KAHKO0,0
771060,KAHM0,0
771060,KAKIA,0
771060,KAKIB,0
771060,KALE0,0
771060,KABK0,0
771060,KALK0,0
771060,KADK0,0
771060,KAOM0,0
771060,KAPRK0,63
771060,KAPK0,0
771060,KAEH0,0
771060,KARH0,0
771060,KARK0,0
771060,KAEK0,0
771060,KASA0,0
771060,KAMUS0,0
771060,KAPAR0,0
771060,KAEN0,0
771060,KABAA0,0
771060,KASCHK0,0
771060,KAOH0,0
771061,KAHKO0,0
771061,KAHM0,0
771061,KAKIA,0
771061,KAKIB,468
771061,KALE0,595
771061,KABK0,120
771061,KALK0,25
771061,KADK0,70
771061,KAOM0,4
771061,KAPRK0,27
771061,KAPK0,0
771061,KAEH0,385
771061,KARH0,25
771061,KARK0,23
771061,KAEK0,240
771061,KASA0,438
771061,KAMUS0,7
771061,KAPAR0,9
771061,KAEN0,1188
771061,KABAA0,4
771061,KASCHK0,134
771061,KAOH0,25
771062,KAHKO0,0
771062,KAHM0,0
771062,KAKIA,0
771062,KAKIB,0
771062,KALE0,0
771062,KABK0,0
771062,KALK0,0
771062,KADK0,0
771062,KAOM0,0
771062,KAPRK0,0
771062,KAPK0,0
771062,KAEH0,0
771062,KARH0,0
771062,KARK0,0
771062,KAEK0,0
771062,KASA0,0
771062,KAMUS0,0
771062,KAPAR0,0
771062,KAEN0,0
771062,KABAA0,0
771062,KASCHK0,0
771062,KAOH0,0
771064,KAHKO0,0
771064,KAHM0,0
771064,KAKIA,0
771064,KAKIB,0
771064,KALE0,0
771064,KABK0,0
771064,KALK0,0
771064,KADK0,0
771064,KAOM0,0
771064,KAPRK0,0
771064,KAPK0,0
771064,KAEH0,559
771064,KARH0,80
771064,KARK0,71
771064,KAEK0,524
771064,KASA0,0
771064,KAMUS0,0
771064,KAPAR0,0
771064,KAEN0,0
771064,KABAA0,0
771064,KASCHK0,0
771064,KAOH0,0
771065,KAHKO0,0
771065,KAHM0,0
771065,KAKIA,0
771065,KAKIB,0
771065,KALE0,0
771065,KABK0,0
771065,KALK0,0
771065,KADK0,0
771065,KAOM0,0
771065,KAPRK0,473
771065,KAPK0,0
771065,KAEH0,0
771065,KARH0,0
771065,KARK0,0
771065,KAEK0,0
771065,KASA0,0
771065,KAMUS0,0
771065,KAPAR0,0
771065,KAEN0,0
771065,KABAA0,0
771065,KASCHK0,0
771065,KAOH0,0
771069,KAHKO0,0
771069,KAHM0,0
771069,KAKIA,0
771069,KAKIB,0
771069,KALE0,0
771069,KABK0,0
771069,KALK0,0
771069,KADK0,0
771069,KAOM0,0
771069,KAPRK0,0
771069,KAPK0,0
771069,KAEH0,0
771069,KARH0,0
771069,KARK0,0
771069,KAEK0,0
771069,KASA0,0
771069,KAMUS0,873
771069,KAPAR0,51
771069,KAEN0,0
771069,KABAA0,0
771069,KASCHK0,0
771069,KAOH0,0
771070,KAHKO0,0
771070,KAHM0,0
771070,KAKIA,0
771070,KAKIB,869
771070,KALE0,203
771070,KABK0,0
771070,KALK0,0
771070,KADK0,20
771070,KAOM0,0
771070,KAPRK0,0
771070,KAPK0,0
771070,KAEH0,61
771070,KARH0,0
771070,KARK0,7
771070,KAEK0,98
771070,KASA0,0
771070,KAMUS0,0
771070,KAPAR0,7
771070,KAEN0,471
771070,KABAA0,11
771070,KASCHK0,151
771070,KAOH0,37
771071,KAHKO0,0
771071,KAHM0,0
771071,KAKIA,0
771071,KAKIB,0
771071,KALE0,103
771071,KABK0,0
771071,KALK0,238
771071,KADK0,0
771071,KAOM0,0
771071,KAPRK0,0
771071,KAPK0,0
771071,KAEH0,0
771071,KARH0,0
771071,KARK0,0
771071,KAEK0,0
771071,KASA0,0
771071,KAMUS0,0
771071,KAPAR0,0
771071,KAEN0,0
771071,KABAA0,0
771071,KASCHK0,0
771071,KAOH0,0
771072,KAHKO0,0
771072,KAHM0,0
771072,KAKIA,0
771072,KAKIB,0
771072,KALE0,202
771072,KABK0,0
771072,KALK0,0
771072,KADK0,40
771072,KAOM0,0
771072,KAPRK0,0
771072,KAPK0,0
771072,KAEH0,454
771072,KARH0,42
771072,KARK0,55
771072,KAEK0,504
771072,KASA0,0
771072,KAMUS0,0
771072,KAPAR0,4
771072,KAEN0,0
771072,KABAA0,0
771072,KASCHK0,0
771072,KAOH0,0
771073,KAHKO0,0
771073,KAHM0,0
771073,KAKIA,0
771073,KAKIB,0
771073,KALE0,0
771073,KABK0,0
771073,KALK0,0
771073,KADK0,0
771073,KAOM0,0
771073,KAPRK0,0
771073,KAPK0,0
771073,KAEH0,0
771073,KARH0,0
771073,KARK0,0
771073,KAEK0,0
771073,KASA0,0
771073,KAMUS0,43
771073,KAPAR0,239
771073,KAEN0,0
771073,KABAA0,0
771073,KASCHK0,0
771073,KAOH0,0
771074,KAHKO0,397
771074,KAHM0,517
771074,KAKIA,343
771074,KAKIB,0
771074,KALE0,0
771074,KABK0,0
771074,KALK0,0
771074,KADK0,0
771074,KAOM0,0
771074,KAPRK0,0
771074,KAPK0,0
771074,KAEH0,0
771074,KARH0,0
771074,KARK0,0
771074,KAEK0,0
771074,KASA0,0
771074,KAMUS0,0
771074,KAPAR0,0
771074,KAEN0,0
771074,KABAA0,0
771074,KASCHK0,0
771074,KAOH0,0
771075,KAHKO0,0
771075,KAHM0,0
771075,KAKIA,0
771075,KAKIB,0
771075,KALE0,0
771075,KABK0,0
771075,KALK0,0
771075,KADK0,0
771075,KAOM0,0
771075,KAPRK0,0
771075,KAPK0,0
771075,KAEH0,0
771075,KARH0,0
771075,KARK0,0
771075,KAEK0,0
771075,KASA0,0
771075,KAMUS0,0
771075,KAPAR0,0
771075,KAEN0,0
771075,KABAA0,0
771075,KASCHK0,0
771075,KAOH0,0
771076,KAHKO0,0
771076,KAHM0,0
771076,KAKIA,0
771076,KAKIB,0
771076,KALE0,5
771076,KABK0,0
771076,KALK0,0
771076,KADK0,42
771076,KAOM0,0
771076,KAPRK0,0
771076,KAPK0,0
771076,KAEH0,895
771076,KARH0,36
771076,KARK0,33
771076,KAEK0,783
771076,KASA0,0
771076,KAMUS0,0
771076,KAPAR0,0
771076,KAEN0,0
771076,KABAA0,0
771076,KASCHK0,14
771076,KAOH0,0
771077,KAHKO0,0
771077,KAHM0,0
771077,KAKIA,0
771077,KAKIB,343
771077,KALE0,388
771077,KABK0,0
771077,KALK0,0
771077,KADK0,80
771077,KAOM0,4
771077,KAPRK0,9
771077,KAPK0,5
771077,KAEH0,136
771077,KARH0,18
771077,KARK0,10
771077,KAEK0,159
771077,KASA0,106
771077,KAMUS0,0
771077,KAPAR0,0
771077,KAEN0,0
771077,KABAA0,0
771077,KASCHK0,98
771077,KAOH0,7
771078,KAHKO0,0
771078,KAHM0,0
771078,KAKIA,0
771078,KAKIB,140
771078,KALE0,474
771078,KABK0,0
771078,KALK0,0
771078,KADK0,61
771078,KAOM0,5
771078,KAPRK0,0
771078,KAPK0,0
771078,KAEH0,379
771078,KARH0,30
771078,KARK0,42
771078,KAEK0,254
771078,KASA0,0
771078,KAMUS0,0
771078,KAPAR0,0
771078,KAEN0,0
771078,KABAA0,0
771078,KASCHK0,39
771078,KAOH0,8
771079,KAHKO0,0
771079,KAHM0,0
771079,KAKIA,0
771079,KAKIB,0
771079,KALE0,168
771079,KABK0,0
771079,KALK0,0
771079,KADK0,11
771079,KAOM0,0
771079,KAPRK0,0
771079,KAPK0,0
771079,KAEH0,205
771079,KARH0,18
771079,KARK0,24
771079,KAEK0,226
771079,KASA0,0
771079,KAMUS0,0
771079,KAPAR0,5
771079,KAEN0,0
771079,KABAA0,0
771079,KASCHK0,0
771079,KAOH0,0
771080,KAHKO0,198
771080,KAHM0,219
771080,KAKIA,269
771080,KAKIB,600
771080,KALE0,476
771080,KABK0,7
771080,KALK0,132
771080,KADK0,97
771080,KAOM0,28
771080,KAPRK0,68
771080,KAPK0,17
771080,KAEH0,71
771080,KARH0,33
771080,KARK0,19
771080,KAEK0,79
771080,KASA0,807
771080,KAMUS0,65
771080,KAPAR0,68
771080,KAEN0,0
771080,KABAA0,13
771080,KASCHK0,123
771080,KAOH0,21
771081,KAHKO0,0
771081,KAHM0,0
771081,KAKIA,0
771081,KAKIB,0
771081,KALE0,0
771081,KABK0,0
771081,KALK0,0
771081,KADK0,0
771081,KAOM0,0
771081,KAPRK0,0
771081,KAPK0,0
771081,KAEH0,193
771081,KARH0,7
771081,KARK0,17
771081,KAEK0,202
771081,KASA0,0
771081,KAMUS0,0
771081,KAPAR0,0
771081,KAEN0,0
771081,KABAA0,0
771081,KASCHK0,0
771081,KAOH0,0
771082,KAHKO0,0
771082,KAHM0,0
771082,KAKIA,0
771082,KAKIB,0
771082,KALE0,0
771082,KABK0,0
771082,KALK0,0
771082,KADK0,0
771082,KAOM0,0
771082,KAPRK0,0
771082,KAPK0,0
771082,KAEH0,0
771082,KARH0,0
771082,KARK0,0
771082,KAEK0,0
771082,KASA0,0
771082,KAMUS0,0
771082,KAPAR0,0
771082,KAEN0,0
771082,KABAA0,0
771082,KASCHK0,0
771082,KAOH0,0
771083,KAHKO0,0
771083,KAHM0,0
771083,KAKIA,0
771083,KAKIB,248
771083,KALE0,705
771083,KABK0,113
771083,KALK0,0
771083,KADK0,29
771083,KAOM0,0
771083,KAPRK0,0
771083,KAPK0,0
771083,KAEH0,15
771083,KARH0,19
771083,KARK0,0
771083,KAEK0,0
771083,KASA0,816
771083,KAMUS0,46
771083,KAPAR0,32
771083,KAEN0,2333
771083,KABAA0,0
771083,KASCHK0,5
771083,KAOH0,10
771084,KAHKO0,0
771084,KAHM0,0
771084,KAKIA,0
771084,KAKIB,308
771084,KALE0,390
771084,KABK0,16
771084,KALK0,0
771084,KADK0,168
771084,KAOM0,30
771084,KAPRK0,0
771084,KAPK0,14
771084,KAEH0,86
771084,KARH0,29
771084,KARK0,33
771084,KAEK0,53
771084,KASA0,0
771084,KAMUS0,0
771084,KAPAR0,11
771084,KAEN0,1352
771084,KABAA0,22
771084,KASCHK0,313
771084,KAOH0,71
771085,KAHKO0,0
771085,KAHM0,0
771085,KAKIA,0
771085,KAKIB,115
771085,KALE0,687
771085,KABK0,20
771085,KALK0,0
771085,KADK0,13
771085,KAOM0,0
771085,KAPRK0,0
771085,KAPK0,0
771085,KAEH0,4
771085,KARH0,0
771085,KARK0,0
771085,KAEK0,0
771085,KASA0,0
771085,KAMUS0,11
771085,KAPAR0,0
771085,KAEN0,2464
771085,KABAA0,0
771085,KASCHK0,14
771085,KAOH0,0
771087,KAHKO0,0
771087,KAHM0,0
771087,KAKIA,0
771087,KAKIB,118
771087,KALE0,162
771087,KABK0,0
771087,KALK0,0
771087,KADK0,53
771087,KAOM0,0
771087,KAPRK0,0
771087,KAPK0,0
771087,KAEH0,448
771087,KARH0,65
771087,KARK0,127
771087,KAEK0,478
771087,KASA0,0
771087,KAMUS0,0
771087,KAPAR0,8
771087,KAEN0,0
771087,KABAA0,0
771087,KASCHK0,194
771087,KAOH0,0
771088,KAHKO0,0
771088,KAHM0,0
771088,KAKIA,0
771088,KAKIB,0
771088,KALE0,0
771088,KABK0,0
771088,KALK0,0
771088,KADK0,0
771088,KAOM0,0
771088,KAPRK0,0
771088,KAPK0,0
771088,KAEH0,0
771088,KARH0,0
771088,KARK0,0
771088,KAEK0,0
771088,KASA0,0
771088,KAMUS0,0
771088,KAPAR0,0
771088,KAEN0,0
771088,KABAA0,0
771088,KASCHK0,0
771088,KAOH0,0
771090,KAHKO0,0
771090,KAHM0,0
771090,KAKIA,0
771090,KAKIB,335
771090,KALE0,447
771090,KABK0,182
771090,KALK0,39
771090,KADK0,75
771090,KAOM0,7
771090,KAPRK0,82
771090,KAPK0,0
771090,KAEH0,233
771090,KARH0,26
771090,KARK0,37
771090,KAEK0,193
771090,KASA0,266
771090,KAMUS0,61
771090,KAPAR0,45
771090,KAEN0,751
771090,KABAA0,10
771090,KASCHK0,171
771090,KAOH0,41
771091,KAHKO0,0
771091,KAHM0,0
771091,KAKIA,0
771091,KAKIB,0
771091,KALE0,7
771091,KABK0,0
771091,KALK0,0
771091,KADK0,0
771091,KAOM0,0
771091,KAPRK0,0
771091,KAPK0,0
771091,KAEH0,0
771091,KARH0,0
771091,KARK0,0
771091,KAEK0,0
771091,KASA0,0
771091,KAMUS0,0
771091,KAPAR0,0
771091,KAEN0,0
771091,KABAA0,0
771091,KASCHK0,0
771091,KAOH0,0
771093,KAHKO0,0
771093,KAHM0,0
771093,KAKIA,0
771093,KAKIB,31
771093,KALE0,170
771093,KABK0,0
771093,KALK0,0
771093,KADK0,18
771093,KAOM0,0
771093,KAPRK0,0
771093,KAPK0,0
771093,KAEH0,110
771093,KARH0,11
771093,KARK0,14
771093,KAEK0,160
771093,KASA0,0
771093,KAMUS0,0
771093,KAPAR0,0
771093,KAEN0,412
771093,KABAA0,0
771093,KASCHK0,180
771093,KAOH0,0
771094,KAHKO0,0
771094,KAHM0,0
771094,KAKIA,0
771094,KAKIB,0
771094,KALE0,66
771094,KABK0,0
771094,KALK0,0
771094,KADK0,0
771094,KAOM0,0
771094,KAPRK0,0
771094,KAPK0,0
771094,KAEH0,0
771094,KARH0,0
771094,KARK0,0
771094,KAEK0,0
771094,KASA0,0
771094,KAMUS0,0
771094,KAPAR0,0
771094,KAEN0,0
771094,KABAA0,0
771094,KASCHK0,0
771094,KAOH0,0
771095,KAHKO0,0
771095,KAHM0,0
771095,KAKIA,0
771095,KAKIB,244
771095,KALE0,525
771095,KABK0,191
771095,KALK0,0
771095,KADK0,80
771095,KAOM0,4
771095,KAPRK0,49
771095,KAPK0,10
771095,KAEH0,230
771095,KARH0,37
771095,KARK0,30
771095,KAEK0,184
771095,KASA0,365
771095,KAMUS0,32
771095,KAPAR0,35
771095,KAEN0,479
771095,KABAA0,0
771095,KASCHK0,99
771095,KAOH0,7
771096,KAHKO0,0
771096,KAHM0,0
771096,KAKIA,0
771096,KAKIB,387
771096,KALE0,566
771096,KABK0,216
771096,KALK0,10
771096,KADK0,82
771096,KAOM0,13
771096,KAPRK0,85
771096,KAPK0,8
771096,KAEH0,170
771096,KARH0,24
771096,KARK0,6
771096,KAEK0,118
771096,KASA0,564
771096,KAMUS0,36
771096,KAPAR0,49
771096,KAEN0,1011
771096,KABAA0,8
771096,KASCHK0,248
771096,KAOH0,32
771098,KAHKO0,0
771098,KAHM0,0
771098,KAKIA,0
771098,KAKIB,29
771098,KALE0,288
771098,KABK0,0
771098,KALK0,0
771098,KADK0,14
771098,KAOM0,0
771098,KAPRK0,0
771098,KAPK0,0
771098,KAEH0,463
771098,KARH0,28
771098,KARK0,59
771098,KAEK0,576
771098,KASA0,0
771098,KAMUS0,0
771098,KAPAR0,0
771098,KAEN0,0
771098,KABAA0,0
771098,KASCHK0,191
771098,KAOH0,14
771099,KAHKO0,0
771099,KAHM0,0
771099,KAKIA,0
771099,KAKIB,0
771099,KALE0,0
771099,KABK0,0
771099,KALK0,0
771099,KADK0,0
771099,KAOM0,0
771099,KAPRK0,0
771099,KAPK0,0
771099,KAEH0,393
771099,KARH0,0
771099,KARK0,34
771099,KAEK0,474
771099,KASA0,0
771099,KAMUS0,0
771099,KAPAR0,0
771099,KAEN0,0
771099,KABAA0,0
771099,KASCHK0,0
771099,KAOH0,0
771100,KAHKO0,0
771100,KAHM0,0
771100,KAKIA,0
771100,KAKIB,441
771100,KALE0,340
771100,KABK0,21
771100,KALK0,19
771100,KADK0,62
771100,KAOM0,7
771100,KAPRK0,99
771100,KAPK0,12
771100,KAEH0,74
771100,KARH0,40
771100,KARK0,26
771100,KAEK0,63
771100,KASA0,415
771100,KAMUS0,29
771100,KAPAR0,17
771100,KAEN0,1332
771100,KABAA0,38
771100,KASCHK0,331
771100,KAOH0,68
771101,KAHKO0,0
771101,KAHM0,0
771101,KAKIA,0
771101,KAKIB,435
771101,KALE0,365
771101,KABK0,258
771101,KALK0,0
771101,KADK0,53
771101,KAOM0,5
771101,KAPRK0,0
771101,KAPK0,5
771101,KAEH0,49
771101,KARH0,11
771101,KARK0,14
771101,KAEK0,49
771101,KASA0,747
771101,KAMUS0,332
771101,KAPAR0,96
771101,KAEN0,1982
771101,KABAA0,17
771101,KASCHK0,140
771101,KAOH0,27
771102,KAHKO0,0
771102,KAHM0,0
771102,KAKIA,0
771102,KAKIB,0
771102,KALE0,312
771102,KABK0,211
771102,KALK0,0
771102,KADK0,71
771102,KAOM0,5
771102,KAPRK0,0
771102,KAPK0,4
771102,KAEH0,70
771102,KARH0,10
771102,KARK0,5
771102,KAEK0,68
771102,KASA0,819
771102,KAMUS0,62
771102,KAPAR0,89
771102,KAEN0,0
771102,KABAA0,0
771102,KASCHK0,0
771102,KAOH0,0
771103,KAHKO0,0
771103,KAHM0,0
771103,KAKIA,0
771103,KAKIB,38
771103,KALE0,160
771103,KABK0,0
771103,KALK0,0
771103,KADK0,39
771103,KAOM0,0
771103,KAPRK0,0
771103,KAPK0,0
771103,KAEH0,36
771103,KARH0,0
771103,KARK0,0
771103,KAEK0,43
771103,KASA0,0
771103,KAMUS0,0
771103,KAPAR0,0
771103,KAEN0,0
771103,KABAA0,0
771103,KASCHK0,88
771103,KAOH0,0
771104,KAHKO0,0
771104,KAHM0,0
771104,KAKIA,0
771104,KAKIB,0
771104,KALE0,99
771104,KABK0,0
771104,KALK0,0
771104,KADK0,22
771104,KAOM0,0
771104,KAPRK0,0
771104,KAPK0,0
771104,KAEH0,185
771104,KARH0,8
771104,KARK0,15
771104,KAEK0,155
771104,KASA0,0
771104,KAMUS0,0
771104,KAPAR0,5
771104,KAEN0,0
771104,KABAA0,0
771104,KASCHK0,0
771104,KAOH0,0
