hospital_id,treatment_count,department_id
771136,668,1100
771138,3425,0100
771138,3302,1500
771138,1525,2400
771138,299,3600
771138,120,2600
771139,1844,0700
771139,1389,0800
771139,1367,2300
771139,1229,1800
771139,957,1500
771139,773,0200
771139,711,1600
771139,399,3755
771139,229,3600
771139,17,0260
771144,4358,2200
771144,4165,2400
771144,3127,0100
771144,2152,1500
771144,1430,1600
771144,1109,0300
771144,741,1900
771144,567,0400
771145,2259,0100
771145,152,1600
771150,1248,1500
771150,793,2600
771150,375,1800
771150,46,2700
771150,0,3500
771151,4457,0100
771151,4109,1500
771151,2023,2400
771151,1125,3600
771151,985,2200
771151,56,2600
771152,1853,0100
771153,164,2800
771157,4790,0100
771157,3359,1500
771157,1691,2400
771157,1472,1000
771157,0,2600
771160,2139,0100
771160,1754,1500
771160,679,2400
771160,212,0102
771161,228,0260
771162,4496,0108
771162,2675,2800
771162,1937,0500
771162,1151,2300
771162,672,0200
771162,626,1800
771162,366,2400
771162,226,1520
771162,178,3200
771162,132,0260
771162,44,3300
771162,29,0400
771162,0,1500
771166,5817,0100
771167,4060,0300
771167,2969,2300
771167,2474,0100
771167,2240,2400
771167,1768,1000
771167,1719,2800
771167,960,1500
771167,922,3600
771167,752,0500
771167,712,1300
771167,595,1518
771167,126,3752
771167,59,3300
771168,3156,0100
771168,2372,1500
771168,14,2600
771172,2039,0100
771172,873,1500
771172,299,0102
771172,200,3600
771172,65,2400
771173,2467,1600
771173,1431,3400
771173,852,0102
771173,666,2200
771173,280,3460
771173,243,1700
771173,18,1800
771173,6,2300
771173,0,0300
771173,0,1500
771173,0,0108
771174,4225,0100
771174,3200,1500
771174,348,0102
771174,63,2600
771175,8864,2400
771175,7637,2600
771175,5379,2700
771175,4251,3300
771175,4007,1000
771175,3879,0300
771175,3683,0700
771175,2640,2800
771175,2316,1500
771175,2186,1600
771175,2098,3400
771175,1802,1700
771175,1779,0500
771175,1550,0400
771175,1539,3460
771175,1530,3500
771175,1464,1900
771175,1171,1005
771175,1084,2200
771175,1039,2856
771175,959,1800
771175,797,1100
771175,733,3753
771175,728,0900
771175,619,2100
771175,532,1200
771175,471,1300
771175,464,2000
771175,455,3600
771175,377,3200
771175,329,2800
771175,320,3752
771176,4241,0107
771176,3891,0103
771176,3056,2400
771176,2670,2600
771176,2408,2200
771176,2405,1600
771176,1973,1000
771176,1418,1500
771176,1273,0104
771176,844,1700
771176,733,1800
771176,350,3600
771176,154,3752
771177,6547,2400
771177,4027,0100
771177,3699,0100
771177,3201,1000
771177,3151,1300
771177,3056,1600
771177,1997,1500
771177,848,1518
771177,746,0500
771177,440,3600
771177,274,3600
771177,252,1200
771177,104,2600
771177,95,1900
771177,77,0100
771177,39,3610
771177,18,2500
771177,7,3600
771178,342,1000
771179,4392,0300
771179,2843,1500
771179,2527,2400
771179,2182,0100
771179,2029,2200
771179,1139,0700
771179,1122,1800
771179,851,0500
771179,823,1900
771179,172,3752
771179,79,2600
771181,794,2800
771181,293,3628
771182,2406,1400
771182,391,2000
771183,6443,0100
771183,3471,1500
771183,3156,2400
771183,936,0200
771183,292,2600
771183,97,3500
771184,4987,0300
771184,4504,0700
771184,3969,2500
771184,3346,1600
771184,2572,1000
771184,2459,1500
771184,2452,2200
771184,2244,3400
771184,890,2400
771184,478,0400
771184,293,1300
771184,220,2700
771184,106,3500
771184,98,2600
771186,2987,0100
771186,2146,1600
771186,953,1500
771186,724,2400
771186,688,2400
771186,149,0102
771186,130,2400
771186,76,2200
771186,0,3600
771187,3803,0100
771187,2881,1500
771187,1007,2400
771189,530,3700
771189,526,3300
771189,243,3752
771190,2916,0300
771190,641,2100
771190,415,3600
771191,5270,2400
771191,3209,0100
771191,2723,0300
771191,2585,1000
771191,2172,1600
771191,1847,1500
771191,948,1200
771191,12,2700
771192,3425,2800
771192,3033,0100
771192,1648,0300
771192,0,1600
771193,2140,0200
771193,220,0260
771193,146,0100
771197,4436,0100
771197,3340,1500
771197,2702,2400
771197,1495,0200
771197,191,0260
771199,4229,0100
771199,2765,2300
771199,1544,1500
771199,263,2200
771199,160,3600
771199,51,2425
771200,4412,0100
771200,2705,1500
771200,2671,2800
771200,1503,2400
771200,1213,1000
771200,0,2600
771201,4948,0100
771201,3521,1500
771201,3220,2200
771201,1947,0700
771201,1887,0500
771201,1713,2300
771201,200,3300
771201,188,3200
771201,113,2600
771204,1065,0200
771204,53,3752
771209,2283,0100
771209,2246,1500
771217,4145,0800
771217,3431,2000
771217,2950,0500
771217,454,3600
771218,1902,0100
771218,652,1500
771219,3472,1500
771219,3467,2400
771219,2987,0100
771219,1789,2200
771219,1431,2800
771219,1216,0200
771219,9,2600
771220,1946,0100
771220,1835,0103
771220,1144,2300
771220,1063,2200
771220,999,2400
771220,732,1500
771220,658,0102
771220,424,1550
771220,231,3600
771220,85,2600
771221,2177,0100
771221,1011,1600
771221,923,1800
771221,879,0200
771221,187,1500
771221,40,0260
771222,4818,2400
771222,3108,1000
771222,2684,1600
771222,2651,0103
771222,2165,0107
771222,1768,2800
771222,1476,1500
771222,1345,0105
771222,1173,0108
771222,979,2200
771222,787,1700
771222,435,3753
771222,313,1800
771222,131,2600
771222,79,2000
771222,0,3600
771222,0,0100
771223,2672,0100
771223,2140,1600
771223,2027,0103
771223,1697,2400
771223,1001,0108
771223,739,1500
771223,450,1800
771223,41,2600
771223,0,2800
771223,0,1700
771223,0,0107
771223,0,0105
771224,398,0100
771224,0,0108
771224,0,0107
771225,1857,1500
771225,773,0100
771225,0,1600
771226,5229,0100
771226,3189,2800
771226,2315,2400
771226,2260,2200
771226,1649,1600
771226,1169,1500
771226,643,2600
771226,244,3752
771230,2246,2300
771235,4509,0100
771235,2213,1500
771235,1750,2300
771235,1476,2400
771235,1305,1000
771235,532,3600
771236,3210,0100
771236,1420,1500
771236,1393,2200
771236,1112,2300
771236,482,2400
771236,135,3600
771236,0,3500
771237,3121,0100
771237,2832,0500
771237,2276,2200
771237,2046,2800
771237,1778,1500
771237,1394,2316
771237,689,2856
771237,660,0500
771237,609,0108
771237,580,2400
771237,474,1518
771237,415,0103
771237,320,3752
771237,297,3650
771237,294,1520
771237,292,0107
771237,0,3700
771238,4410,0100
771238,3215,2400
771238,2760,1500
771239,2714,2200
771239,2460,2800
771239,1908,0700
771239,1376,0500
771239,1289,0400
771239,1098,1800
771239,1042,1500
771239,460,0200
771239,315,3753
771239,130,0260
771239,47,3200
771239,0,0300
771239,0,2000
771239,0,1700
771239,0,0800
771240,5039,0300
771240,4109,0100
771240,3628,2400
771240,3310,1000
771240,3071,1500
771240,1355,1800
771240,149,2600
771241,2317,2800
771241,817,0100
771241,547,1700
771241,263,1500
771241,40,0152
771242,3096,1500
771242,2866,2400
771242,2589,0100
771242,1029,2200
771242,119,3600
771243,4049,2400
771243,2137,1500
771243,2090,1600
771243,1862,0100
771243,306,0105
771243,221,2600
771245,5338,0100
771245,3484,1500
771245,2215,2400
771245,1331,2200
771245,1315,1000
771245,241,2600
771245,24,3500
771246,3728,0100
771246,1928,2400
771246,1905,1600
771246,1585,1500
771246,255,2200
771246,22,1900
771246,0,2600
771246,0,1800
771247,2787,0100
771247,2322,1500
771247,1563,2400
771247,589,0200
771247,315,2200
771248,3972,0100
771248,3057,1500
771248,1688,2400
771248,797,1000
771248,323,2700
771248,224,3600
771248,55,2600
771249,1684,1500
771249,208,2400
771251,2037,2800
771251,2023,1700
771251,1926,2700
771251,1919,0100
771251,924,1600
771251,867,1500
771251,676,1800
771251,368,2000
771251,173,2600
771251,134,0300
771251,39,3500
771251,0,2200
771251,0,2100
771251,0,1400
771251,0,0400
771252,2900,2200
771252,1827,1400
771252,498,0400
771252,0,2700
771252,0,2100
771252,0,2000
771252,0,1800
771252,0,1600
771252,0,1500
771252,0,0100
771253,4488,0300
771253,1092,2100
771253,498,1100
771253,0,1700
771253,0,1500
771253,0,0400
771253,0,0100
771254,3867,0100
771254,3486,0300
771254,2705,1600
771254,2603,1500
771254,2381,2600
771254,2298,2400
771254,1767,2200
771254,1195,2800
771254,722,0300
771254,469,0300
771254,235,1600
771254,231,3752
771254,0,0300
771256,1467,2700
771257,1017,2800
771257,324,3628
771258,2550,0100
771258,1939,1600
771258,1689,0300
771258,703,1500
771258,190,2200
771258,157,1800
771258,0,1700
771258,0,1400
771258,0,0400
771259,4924,0300
771259,3107,2400
771259,2053,2800
771259,1933,1500
771259,1695,0700
771259,1667,1600
771259,1523,1000
771259,985,0500
771259,629,2600
771259,510,1800
771259,205,3752
771261,5086,2400
771261,4434,0300
771261,3074,2700
771261,2627,2800
771261,2622,2600
771261,2564,1700
771261,2343,0800
771261,2313,3400
771261,2257,2200
771261,2192,0100
771261,2128,1600
771261,1994,0105
771261,1536,1500
771261,1487,2300
771261,1383,1000
771261,1235,0400
771261,950,1005
771261,907,2000
771261,696,3300
771261,690,3500
771261,594,1100
771261,457,3200
771261,397,3600
771261,270,1012
771261,243,3752
771261,240,0400
771261,138,1300
771262,3858,0100
771262,3756,1000
771262,3669,2500
771262,923,2425
771262,902,1600
771262,796,1500
771262,697,0200
771262,526,2600
771262,442,1012
771263,4966,1000
771263,325,1300
771263,124,1200
771264,3338,0100
771264,1561,1500
771264,6,2600
771265,5492,0100
771265,3602,1500
771265,1635,2400
771265,33,2600
771266,4828,0100
771266,2945,1500
771266,443,2400
771266,150,2600
771267,3035,0300
771267,571,2100
771267,508,0800
771267,133,2800
771268,545,1028
771269,5707,0100
771269,3898,1500
771269,2562,2400
771269,1651,2200
771269,59,2600
771284,3544,1500
771284,3292,0100
771284,2075,2400
771284,1638,2200
771284,767,0300
771284,618,2700
771284,68,2600
771285,1263,0100
771285,799,0900
771286,4007,0300
771286,4000,0700
771286,2759,2400
771286,2094,1000
771286,2058,1600
771286,1694,2200
771286,1340,1500
771286,811,1800
771286,62,3300
771288,2992,0100
771288,2333,2800
771288,2253,1500
771288,1392,1600
771288,1079,2300
771288,484,0200
771288,363,2400
771288,224,0260
771294,4016,2800
771294,1523,0100
771294,276,0200
771294,232,3600
771294,0,0100
771296,1599,2800
771297,1224,2800
771298,2663,0300
771298,1860,1516
771298,1805,2300
771298,1060,2600
771298,1054,2200
771298,762,1551
771298,702,2309
771298,609,1500
771298,309,3600
771299,4522,0100
771299,3331,2200
771299,2446,1500
771299,1864,2400
771299,68,2600
771300,4622,0100
771300,2953,2700
771300,2779,1500
771300,2163,2400
771300,2099,0500
771300,1870,2300
771300,968,1800
771300,913,0700
771300,602,2000
771300,430,3200
771300,177,3300
771301,3761,0103
771301,3332,2400
771301,2913,2856
771301,2541,2600
771301,2214,0108
771301,1726,2316
771301,839,3600
771301,795,3755
771301,750,2300
771301,700,2000
771301,548,1500
771301,517,1518
771301,110,2800
771301,99,0100
771301,44,2600
771303,5722,0300
771303,1855,2100
771304,3427,1500
771304,2935,0100
771304,711,2800
771306,3898,0100
771306,2566,2800
771306,2371,2200
771306,2192,1600
771306,1180,1500
771306,284,2400
771306,0,0200
771307,1151,0200
771308,4672,0100
771308,3657,1500
771308,1843,2400
771308,1746,2200
771308,331,3600
771309,2538,0100
771309,908,1500
771310,3341,2316
771311,4711,0300
771311,1836,0100
771311,961,1800
771311,676,1500
771312,1288,0100
771313,3608,0103
771313,3472,2200
771313,2601,2800
771313,2371,1600
771313,1613,2300
771313,1050,0105
771313,805,0104
771313,618,3600
771313,532,1800
771313,0,1500
771314,7993,2400
771314,3794,1000
771314,3171,0107
771314,2601,1500
771314,330,3600
771314,220,1000
771314,169,2600
771314,134,1600
771314,31,1200
771315,2556,0107
771315,1917,2400
771315,1843,0103
771315,1370,1600
771315,1115,1500
771315,882,1800
771315,312,3600
771316,3190,0100
771316,1754,1500
771316,1533,2400
771316,1153,2800
771316,361,3600
771317,2368,0103
771317,2346,0107
771317,1881,1500
771317,1437,2200
771317,277,3600
771317,0,3600
771318,3043,2400
771318,2042,1500
771318,1983,0100
771318,284,3600
771320,5943,0100
771320,2096,1500
771320,1694,2600
771320,1397,0200
771320,181,0260
771320,95,3500
771322,950,3400
771328,5763,0108
771328,685,2000
771328,222,3601
771328,166,3600
771338,2618,0100
771338,2219,1500
771338,651,0200
771339,1772,0103
771339,1373,0100
771339,1074,1500
771339,514,2316
771339,161,2200
771340,3047,0100
771340,2625,0500
771340,1411,2800
771340,1323,0107
771340,1252,2300
771340,1041,0105
771340,919,2400
771340,856,2200
771340,751,1000
771340,737,3400
771340,709,1518
771340,654,1500
771340,398,0200
771340,116,2600
771340,110,0102
771340,32,1000
771341,1021,0100
771341,704,0200
771341,144,0260
771342,4751,0100
771342,2799,1500
771342,1948,2400
771342,1229,2800
771343,2939,0300
771343,2878,1600
771343,2658,2400
771343,2473,0700
771343,2082,0100
771343,1614,2200
771343,1434,1500
771343,1185,2800
771343,866,1900
771343,476,1800
771343,27,2600
771347,3172,2400
771347,3047,0100
771347,2106,1500
771347,803,0600
771348,3444,0100
771348,1295,2200
771348,1025,1500
771348,916,2316
771348,303,3755
771348,181,3600
771348,45,3753
771351,4042,1500
771354,3016,2600
771354,940,1400
771354,575,0100
771354,225,3752
771354,46,2960
771355,3217,0107
771355,3119,0103
771355,2830,2400
771355,2078,1516
771355,1061,1500
771355,475,1500
771355,475,0102
771355,395,3600
771355,280,1551
771355,231,1500
771355,77,2700
771355,0,2600
771355,0,0100
771356,11,1523
771356,5,1551
771357,3806,0100
771357,2215,1500
771357,1558,2400
771357,352,0100
771357,351,2200
771357,0,1518
771358,6842,1500
771358,446,1700
771358,303,1500
771359,664,1000
771360,1021,3700
771360,0,2800
771362,6651,0300
771362,5334,2400
771362,4455,0700
771362,3056,2200
771362,3012,1000
771362,2986,1600
771362,2744,1500
771362,2002,2800
771362,1731,2700
771362,1454,3700
771362,571,0500
771362,547,1200
771362,341,0200
771362,278,3753
771362,65,2600
771364,3127,0100
771364,1764,1500
771364,1103,2400
771364,879,2300
771367,1203,2800
771369,2181,0100
771373,1364,1500
771374,5637,0800
771374,5261,0700
771374,4498,2600
771374,4426,2200
771374,4008,1500
771374,3404,0500
771374,3084,3400
771374,2212,2425
771374,2186,2700
771374,1519,0200
771374,838,3600
771374,677,0600
771374,593,3752
771374,558,3300
771374,449,0260
771374,366,3460
771374,344,3753
771374,283,3600
771374,237,3200
771374,218,0300
771375,6374,2400
771375,4734,0300
771375,4255,1000
771375,3453,0400
771375,3391,1600
771375,2936,2800
771375,1893,1300
771375,1598,1800
771375,1561,0600
771375,1270,1900
771375,1158,1700
771375,1097,2856
771375,1030,3600
771375,867,3500
771375,865,0200
771375,664,3600
771375,578,2100
771375,64,3600
771376,1717,2800
771378,3217,0103
771378,3105,2400
771378,2343,0107
771378,2085,1600
771378,2043,1000
771378,1867,1500
771378,1542,2800
771378,1215,2200
771378,1130,0100
771378,533,3600
771378,327,0104
771378,275,0154
771378,250,0102
771378,8,3500
771379,3868,1500
771379,2216,0100
771382,2278,0100
771382,2036,1500
771382,1520,2200
771382,820,2400
771382,221,3600
771382,149,3753
771382,10,2600
771388,7260,0100
771388,2702,1600
771388,1765,1500
771388,1425,2500
771388,826,2200
771388,384,2400
771388,254,1900
771388,216,0105
771388,210,2425
771388,82,2600
771388,62,0100
771389,3088,0100
771389,2314,1500
771389,410,3600
771389,0,2400
771392,4644,2500
771392,3839,1000
771392,3080,0103
771392,2875,3400
771392,2602,2600
771392,2579,2800
771392,2437,2700
771392,2309,1516
771392,2270,2200
771392,1919,0106
771392,1756,3750
771392,1700,2400
771392,1668,0107
771392,1662,0100
771392,1658,1600
771392,1604,1300
771392,1455,0114
771392,1307,1550
771392,1303,1700
771392,1287,0500
771392,1071,3500
771392,954,3618
771392,882,1500
771392,879,1005
771392,820,2300
771392,709,1200
771392,707,3300
771392,663,0109
771392,590,1519
771392,569,3600
771392,537,0500
771392,476,3200
771392,475,0100
771392,420,1518
771392,244,1520
771392,174,3752
771392,142,1500
771392,36,2400
771393,2595,0300
771393,2440,0700
771393,1938,1523
771393,1830,2200
771393,1170,1500
771393,1152,0200
771393,968,3755
771393,240,2600
771395,5636,0300
771395,3606,0700
771395,2408,2400
771395,1973,2800
771395,1506,1600
771395,1057,1500
771395,772,1700
771395,706,0200
771395,500,1800
771395,207,3200
771395,204,0260
771395,86,3753
771395,26,3300
771396,4291,0100
771396,3028,1600
771396,827,1500
771397,3655,1500
771397,2282,0100
771397,470,0200
771398,6191,0100
771398,2753,1500
771398,2295,2400
771398,742,0200
771398,214,2600
771399,1726,0200
771399,338,3752
771399,0,0100
771402,4386,0300
771402,3775,2600
771402,2885,2700
771402,2658,0100
771402,2514,1005
771402,2437,3400
771402,2068,1500
771402,1636,3200
771402,1508,1600
771402,1375,1700
771402,1362,3500
771402,1131,0500
771402,1056,2100
771402,1037,0400
771402,1010,1000
771402,951,3300
771402,705,1900
771402,632,1800
771402,360,2800
771402,309,2000
771402,251,3600
771411,2748,0100
771411,1815,1500
771411,1805,2400
771411,299,2600
771413,74,0100
771415,3724,0100
771415,1700,2300
771415,1340,2700
771415,1259,1500
771415,1221,3500
771415,1192,2600
771415,893,2200
771415,869,3400
771415,669,1700
771415,464,2800
771415,353,1518
771415,277,2856
771415,218,3600
771415,153,3601
771416,2768,0103
771416,1881,1600
771416,1616,0108
771416,1334,1500
771416,1296,2500
771416,1066,0107
771416,587,2200
771416,494,2425
771416,310,3600
771416,214,0102
771416,54,2600
771416,0,2400
771417,4748,0100
771417,3267,2200
771417,2955,2500
771417,2445,1500
771417,2212,2600
771417,2212,0114
771417,2126,1523
771417,1723,0103
771417,1207,2400
771417,637,3600
771417,434,1518
771417,325,0102
771417,210,1536
771418,339,2800
771418,58,3628
771419,1923,0100
771419,1264,1500
771419,1156,2400
771419,1090,1600
771419,152,2600
771420,5592,2400
771420,3251,1600
771420,3095,0300
771420,3078,0700
771420,2475,1000
771420,2227,2200
771420,2088,2800
771420,1635,0800
771420,1455,2600
771420,1393,1500
771420,1125,3700
771420,1098,0500
771420,1052,1800
771420,1034,0400
771420,622,3600
771420,612,0154
771420,598,1700
771420,587,2800
771420,473,0200
771420,383,3752
771420,292,2856
771420,257,3300
771420,205,3753
771420,174,1200
771420,141,2700
771420,113,3200
771420,108,2000
771420,52,2852
771420,40,0100
771420,25,3600
771420,17,3600
771420,0,3500
771421,425,0200
771421,202,0260
771424,6133,0100
771424,3158,2300
771424,2853,2800
771424,1514,1700
771424,1042,1500
771427,1671,2800
771429,2750,0100
771429,1702,2200
771429,1407,2316
771429,1406,1000
771429,1316,2600
771429,1298,1500
771429,1294,2400
771429,1153,0300
771429,794,3600
771429,121,0500
771430,4994,2400
771430,4341,1500
771430,3619,0100
771430,260,3600
771431,1428,0200
771431,5,0260
771432,5560,0100
771432,3371,2400
771432,1684,1500
771432,817,2200
771432,254,2600
771433,2412,2600
771435,2105,0100
771435,576,1500
771435,404,1500
771436,3279,0500
