hospital_id,treatment_code,treatment_count,treatment_count_label
771585,KAHKO0,0,sehr wenige
771585,KAHM0,0,sehr wenige
771585,KAKIA,0,sehr wenige
771585,KAKIB,221,mittel
771585,KALE0,492,sehr viele
771585,KABK0,17,sehr wenige
771585,KALK0,0,sehr wenige
771585,KADK0,28,sehr wenige
771585,KAOM0,0,sehr wenige
771585,KAPRK0,56,sehr wenige
771585,KAPK0,0,sehr wenige
771585,KAEH0,24,sehr wenige
771585,KARH0,0,sehr wenige
771585,KARK0,0,sehr wenige
771585,KAEK0,57,sehr wenige
771585,KASA0,0,sehr wenige
771585,KAMUS0,5,sehr wenige
771585,KAPAR0,11,sehr wenige
771585,KAEN0,849,sehr viele
771585,KABAA0,0,sehr wenige
771585,KASCHK0,90,sehr wenige
771585,KAOH0,0,sehr wenige
771587,KAHKO0,0,sehr wenige
771587,KAHM0,0,sehr wenige
771587,KAKIA,0,sehr wenige
771587,KAKIB,5,sehr wenige
771587,KALE0,200,wenige
771587,KABK0,0,sehr wenige
771587,KALK0,0,sehr wenige
771587,KADK0,51,sehr wenige
771587,KAOM0,0,sehr wenige
771587,KAPRK0,0,sehr wenige
771587,KAPK0,0,sehr wenige
771587,KAEH0,0,sehr wenige
771587,KARH0,0,sehr wenige
771587,KARK0,0,sehr wenige
771587,KAEK0,0,sehr wenige
771587,KASA0,0,sehr wenige
771587,KAMUS0,0,sehr wenige
771587,KAPAR0,0,sehr wenige
771587,KAEN0,0,sehr wenige
771587,KABAA0,0,sehr wenige
771587,KASCHK0,30,sehr wenige
771587,KAOH0,0,sehr wenige
771588,KAHKO0,0,sehr wenige
771588,KAHM0,0,sehr wenige
771588,KAKIA,0,sehr wenige
771588,KAKIB,6,sehr wenige
771588,KALE0,117,wenige
771588,KABK0,0,sehr wenige
771588,KALK0,0,sehr wenige
771588,KADK0,0,sehr wenige
771588,KAOM0,0,sehr wenige
771588,KAPRK0,0,sehr wenige
771588,KAPK0,0,sehr wenige
771588,KAEH0,188,wenige
771588,KARH0,15,sehr wenige
771588,KARK0,23,sehr wenige
771588,KAEK0,312,viele
771588,KASA0,0,sehr wenige
771588,KAMUS0,0,sehr wenige
771588,KAPAR0,6,sehr wenige
771588,KAEN0,336,viele
771588,KABAA0,0,sehr wenige
771588,KASCHK0,0,sehr wenige
771588,KAOH0,0,sehr wenige
771589,KAHKO0,0,sehr wenige
771589,KAHM0,0,sehr wenige
771589,KAKIA,0,sehr wenige
771589,KAKIB,0,sehr wenige
771589,KALE0,32,sehr wenige
771589,KABK0,0,sehr wenige
771589,KALK0,0,sehr wenige
771589,KADK0,0,sehr wenige
771589,KAOM0,0,sehr wenige
771589,KAPRK0,0,sehr wenige
771589,KAPK0,0,sehr wenige
771589,KAEH0,335,viele
771589,KARH0,56,sehr wenige
771589,KARK0,57,sehr wenige
771589,KAEK0,275,viele
771589,KASA0,0,sehr wenige
771589,KAMUS0,0,sehr wenige
771589,KAPAR0,0,sehr wenige
771589,KAEN0,0,sehr wenige
771589,KABAA0,0,sehr wenige
771589,KASCHK0,0,sehr wenige
771589,KAOH0,0,sehr wenige
771591,KAHKO0,0,sehr wenige
771591,KAHM0,0,sehr wenige
771591,KAKIA,0,sehr wenige
771591,KAKIB,18,sehr wenige
771591,KALE0,147,wenige
771591,KABK0,20,sehr wenige
771591,KALK0,0,sehr wenige
771591,KADK0,37,sehr wenige
771591,KAOM0,4,sehr wenige
771591,KAPRK0,0,sehr wenige
771591,KAPK0,0,sehr wenige
771591,KAEH0,353,sehr viele
771591,KARH0,37,sehr wenige
771591,KARK0,81,sehr wenige
771591,KAEK0,330,viele
771591,KASA0,0,sehr wenige
771591,KAMUS0,5,sehr wenige
771591,KAPAR0,0,sehr wenige
771591,KAEN0,295,viele
771591,KABAA0,0,sehr wenige
771591,KASCHK0,0,sehr wenige
771591,KAOH0,0,sehr wenige
771597,KAHKO0,0,sehr wenige
771597,KAHM0,0,sehr wenige
771597,KAKIA,0,sehr wenige
771597,KAKIB,542,sehr viele
771597,KALE0,783,sehr viele
771597,KABK0,126,wenige
771597,KALK0,93,sehr wenige
771597,KADK0,150,wenige
771597,KAOM0,63,sehr wenige
771597,KAPRK0,134,wenige
771597,KAPK0,15,sehr wenige
771597,KAEH0,320,viele
771597,KARH0,57,sehr wenige
771597,KARK0,91,sehr wenige
771597,KAEK0,180,wenige
771597,KASA0,651,sehr viele
771597,KAMUS0,63,sehr wenige
771597,KAPAR0,235,mittel
771597,KAEN0,3438,sehr viele
771597,KABAA0,40,sehr wenige
771597,KASCHK0,488,sehr viele
771597,KAOH0,51,sehr wenige
771598,KAHKO0,0,sehr wenige
771598,KAHM0,0,sehr wenige
771598,KAKIA,0,sehr wenige
771598,KAKIB,500,sehr viele
771598,KALE0,129,wenige
771598,KABK0,0,sehr wenige
771598,KALK0,0,sehr wenige
771598,KADK0,0,sehr wenige
771598,KAOM0,0,sehr wenige
771598,KAPRK0,0,sehr wenige
771598,KAPK0,0,sehr wenige
771598,KAEH0,0,sehr wenige
771598,KARH0,0,sehr wenige
771598,KARK0,0,sehr wenige
771598,KAEK0,0,sehr wenige
771598,KASA0,0,sehr wenige
771598,KAMUS0,0,sehr wenige
771598,KAPAR0,0,sehr wenige
771598,KAEN0,0,sehr wenige
771598,KABAA0,0,sehr wenige
771598,KASCHK0,69,sehr wenige
771598,KAOH0,0,sehr wenige
771599,KAHKO0,0,sehr wenige
771599,KAHM0,0,sehr wenige
771599,KAKIA,0,sehr wenige
771599,KAKIB,0,sehr wenige
771599,KALE0,59,sehr wenige
771599,KABK0,0,sehr wenige
771599,KALK0,0,sehr wenige
771599,KADK0,7,sehr wenige
771599,KAOM0,0,sehr wenige
771599,KAPRK0,0,sehr wenige
771599,KAPK0,0,sehr wenige
771599,KAEH0,28,sehr wenige
771599,KARH0,7,sehr wenige
771599,KARK0,0,sehr wenige
771599,KAEK0,38,sehr wenige
771599,KASA0,0,sehr wenige
771599,KAMUS0,0,sehr wenige
771599,KAPAR0,6,sehr wenige
771599,KAEN0,0,sehr wenige
771599,KABAA0,13,sehr wenige
771599,KASCHK0,82,sehr wenige
771599,KAOH0,46,sehr wenige
771600,KAHKO0,0,sehr wenige
771600,KAHM0,0,sehr wenige
771600,KAKIA,0,sehr wenige
771600,KAKIB,0,sehr wenige
771600,KALE0,145,wenige
771600,KABK0,0,sehr wenige
771600,KALK0,0,sehr wenige
771600,KADK0,29,sehr wenige
771600,KAOM0,4,sehr wenige
771600,KAPRK0,0,sehr wenige
771600,KAPK0,0,sehr wenige
771600,KAEH0,254,viele
771600,KARH0,19,sehr wenige
771600,KARK0,12,sehr wenige
771600,KAEK0,172,wenige
771600,KASA0,9,sehr wenige
771600,KAMUS0,0,sehr wenige
771600,KAPAR0,0,sehr wenige
771600,KAEN0,0,sehr wenige
771600,KABAA0,0,sehr wenige
771600,KASCHK0,0,sehr wenige
771600,KAOH0,0,sehr wenige
771601,KAHKO0,0,sehr wenige
771601,KAHM0,0,sehr wenige
771601,KAKIA,0,sehr wenige
771601,KAKIB,597,sehr viele
771601,KALE0,295,viele
771601,KABK0,16,sehr wenige
771601,KALK0,0,sehr wenige
771601,KADK0,65,sehr wenige
771601,KAOM0,14,sehr wenige
771601,KAPRK0,0,sehr wenige
771601,KAPK0,15,sehr wenige
771601,KAEH0,189,wenige
771601,KARH0,28,sehr wenige
771601,KARK0,29,sehr wenige
771601,KAEK0,151,wenige
771601,KASA0,786,sehr viele
771601,KAMUS0,147,wenige
771601,KAPAR0,28,sehr wenige
771601,KAEN0,222,mittel
771601,KABAA0,42,sehr wenige
771601,KASCHK0,260,viele
771601,KAOH0,110,sehr wenige
771604,KAHKO0,0,sehr wenige
771604,KAHM0,0,sehr wenige
771604,KAKIA,0,sehr wenige
771604,KAKIB,126,wenige
771604,KALE0,236,mittel
771604,KABK0,0,sehr wenige
771604,KALK0,0,sehr wenige
771604,KADK0,0,sehr wenige
771604,KAOM0,0,sehr wenige
771604,KAPRK0,0,sehr wenige
771604,KAPK0,0,sehr wenige
771604,KAEH0,93,sehr wenige
771604,KARH0,14,sehr wenige
771604,KARK0,8,sehr wenige
771604,KAEK0,75,sehr wenige
771604,KASA0,483,sehr viele
771604,KAMUS0,55,sehr wenige
771604,KAPAR0,80,sehr wenige
771604,KAEN0,0,sehr wenige
771604,KABAA0,0,sehr wenige
771604,KASCHK0,584,sehr viele
771604,KAOH0,40,sehr wenige
771605,KAHKO0,0,sehr wenige
771605,KAHM0,0,sehr wenige
771605,KAKIA,0,sehr wenige
771605,KAKIB,214,mittel
771605,KALE0,184,wenige
771605,KABK0,0,sehr wenige
771605,KALK0,0,sehr wenige
771605,KADK0,82,sehr wenige
771605,KAOM0,0,sehr wenige
771605,KAPRK0,0,sehr wenige
771605,KAPK0,0,sehr wenige
771605,KAEH0,210,mittel
771605,KARH0,17,sehr wenige
771605,KARK0,34,sehr wenige
771605,KAEK0,767,sehr viele
771605,KASA0,0,sehr wenige
771605,KAMUS0,0,sehr wenige
771605,KAPAR0,8,sehr wenige
771605,KAEN0,0,sehr wenige
771605,KABAA0,0,sehr wenige
771605,KASCHK0,0,sehr wenige
771605,KAOH0,0,sehr wenige
771606,KAHKO0,0,sehr wenige
771606,KAHM0,0,sehr wenige
771606,KAKIA,0,sehr wenige
771606,KAKIB,0,sehr wenige
771606,KALE0,136,wenige
771606,KABK0,0,sehr wenige
771606,KALK0,0,sehr wenige
771606,KADK0,0,sehr wenige
771606,KAOM0,0,sehr wenige
771606,KAPRK0,0,sehr wenige
771606,KAPK0,0,sehr wenige
771606,KAEH0,285,viele
771606,KARH0,18,sehr wenige
771606,KARK0,14,sehr wenige
771606,KAEK0,244,mittel
771606,KASA0,0,sehr wenige
771606,KAMUS0,0,sehr wenige
771606,KAPAR0,0,sehr wenige
771606,KAEN0,938,sehr viele
771606,KABAA0,0,sehr wenige
771606,KASCHK0,0,sehr wenige
771606,KAOH0,0,sehr wenige
771608,KAHKO0,0,sehr wenige
771608,KAHM0,0,sehr wenige
771608,KAKIA,0,sehr wenige
771608,KAKIB,0,sehr wenige
771608,KALE0,216,mittel
771608,KABK0,0,sehr wenige
771608,KALK0,0,sehr wenige
771608,KADK0,27,sehr wenige
771608,KAOM0,0,sehr wenige
771608,KAPRK0,0,sehr wenige
771608,KAPK0,0,sehr wenige
771608,KAEH0,340,viele
771608,KARH0,24,sehr wenige
771608,KARK0,68,sehr wenige
771608,KAEK0,316,viele
771608,KASA0,0,sehr wenige
771608,KAMUS0,0,sehr wenige
771608,KAPAR0,0,sehr wenige
771608,KAEN0,904,sehr viele
771608,KABAA0,0,sehr wenige
771608,KASCHK0,18,sehr wenige
771608,KAOH0,9,sehr wenige
771610,KAHKO0,0,sehr wenige
771610,KAHM0,0,sehr wenige
771610,KAKIA,0,sehr wenige
771610,KAKIB,303,viele
771610,KALE0,420,sehr viele
771610,KABK0,0,sehr wenige
771610,KALK0,0,sehr wenige
771610,KADK0,41,sehr wenige
771610,KAOM0,6,sehr wenige
771610,KAPRK0,0,sehr wenige
771610,KAPK0,0,sehr wenige
771610,KAEH0,158,wenige
771610,KARH0,13,sehr wenige
771610,KARK0,0,sehr wenige
771610,KAEK0,70,sehr wenige
771610,KASA0,534,sehr viele
771610,KAMUS0,21,sehr wenige
771610,KAPAR0,15,sehr wenige
771610,KAEN0,0,sehr wenige
771610,KABAA0,0,sehr wenige
771610,KASCHK0,14,sehr wenige
771610,KAOH0,0,sehr wenige
771615,KAHKO0,0,sehr wenige
771615,KAHM0,0,sehr wenige
771615,KAKIA,0,sehr wenige
771615,KAKIB,0,sehr wenige
771615,KALE0,366,sehr viele
771615,KABK0,126,wenige
771615,KALK0,8,sehr wenige
771615,KADK0,80,sehr wenige
771615,KAOM0,9,sehr wenige
771615,KAPRK0,36,sehr wenige
771615,KAPK0,0,sehr wenige
771615,KAEH0,628,sehr viele
771615,KARH0,104,sehr wenige
771615,KARK0,66,sehr wenige
771615,KAEK0,478,sehr viele
771615,KASA0,0,sehr wenige
771615,KAMUS0,0,sehr wenige
771615,KAPAR0,0,sehr wenige
771615,KAEN0,736,sehr viele
771615,KABAA0,0,sehr wenige
771615,KASCHK0,0,sehr wenige
771615,KAOH0,0,sehr wenige
771617,KAHKO0,0,sehr wenige
771617,KAHM0,0,sehr wenige
771617,KAKIA,0,sehr wenige
771617,KAKIB,0,sehr wenige
771617,KALE0,95,sehr wenige
771617,KABK0,0,sehr wenige
771617,KALK0,0,sehr wenige
771617,KADK0,0,sehr wenige
771617,KAOM0,0,sehr wenige
771617,KAPRK0,0,sehr wenige
771617,KAPK0,0,sehr wenige
771617,KAEH0,0,sehr wenige
771617,KARH0,0,sehr wenige
771617,KARK0,0,sehr wenige
771617,KAEK0,0,sehr wenige
771617,KASA0,0,sehr wenige
771617,KAMUS0,0,sehr wenige
771617,KAPAR0,0,sehr wenige
771617,KAEN0,0,sehr wenige
771617,KABAA0,0,sehr wenige
771617,KASCHK0,0,sehr wenige
771617,KAOH0,0,sehr wenige
771618,KAHKO0,0,sehr wenige
771618,KAHM0,0,sehr wenige
771618,KAKIA,0,sehr wenige
771618,KAKIB,0,sehr wenige
771618,KALE0,170,wenige
771618,KABK0,0,sehr wenige
771618,KALK0,0,sehr wenige
771618,KADK0,9,sehr wenige
771618,KAOM0,0,sehr wenige
771618,KAPRK0,0,sehr wenige
771618,KAPK0,0,sehr wenige
771618,KAEH0,74,sehr wenige
771618,KARH0,11,sehr wenige
771618,KARK0,13,sehr wenige
771618,KAEK0,153,wenige
771618,KASA0,0,sehr wenige
771618,KAMUS0,0,sehr wenige
771618,KAPAR0,26,sehr wenige
771618,KAEN0,0,sehr wenige
771618,KABAA0,0,sehr wenige
771618,KASCHK0,0,sehr wenige
771618,KAOH0,0,sehr wenige
771619,KAHKO0,0,sehr wenige
771619,KAHM0,0,sehr wenige
771619,KAKIA,0,sehr wenige
771619,KAKIB,0,sehr wenige
771619,KALE0,180,wenige
771619,KABK0,0,sehr wenige
771619,KALK0,0,sehr wenige
771619,KADK0,9,sehr wenige
771619,KAOM0,0,sehr wenige
771619,KAPRK0,0,sehr wenige
771619,KAPK0,0,sehr wenige
771619,KAEH0,77,sehr wenige
771619,KARH0,9,sehr wenige
771619,KARK0,17,sehr wenige
771619,KAEK0,85,sehr wenige
771619,KASA0,0,sehr wenige
771619,KAMUS0,0,sehr wenige
771619,KAPAR0,0,sehr wenige
771619,KAEN0,0,sehr wenige
771619,KABAA0,0,sehr wenige
771619,KASCHK0,0,sehr wenige
771619,KAOH0,0,sehr wenige
771620,KAHKO0,0,sehr wenige
771620,KAHM0,0,sehr wenige
771620,KAKIA,0,sehr wenige
771620,KAKIB,0,sehr wenige
771620,KALE0,149,wenige
771620,KABK0,0,sehr wenige
771620,KALK0,0,sehr wenige
771620,KADK0,20,sehr wenige
771620,KAOM0,0,sehr wenige
771620,KAPRK0,22,sehr wenige
771620,KAPK0,0,sehr wenige
771620,KAEH0,333,viele
771620,KARH0,31,sehr wenige
771620,KARK0,21,sehr wenige
771620,KAEK0,399,sehr viele
771620,KASA0,0,sehr wenige
771620,KAMUS0,0,sehr wenige
771620,KAPAR0,9,sehr wenige
771620,KAEN0,0,sehr wenige
771620,KABAA0,0,sehr wenige
771620,KASCHK0,0,sehr wenige
771620,KAOH0,0,sehr wenige
771621,KAHKO0,335,viele
771621,KAHM0,408,sehr viele
771621,KAKIA,334,viele
771621,KAKIB,1447,sehr viele
771621,KALE0,896,sehr viele
771621,KABK0,217,mittel
771621,KALK0,63,sehr wenige
771621,KADK0,107,sehr wenige
771621,KAOM0,136,wenige
771621,KAPRK0,175,wenige
771621,KAPK0,52,sehr wenige
771621,KAEH0,170,wenige
771621,KARH0,59,sehr wenige
771621,KARK0,39,sehr wenige
771621,KAEK0,181,wenige
771621,KASA0,1091,sehr viele
771621,KAMUS0,180,wenige
771621,KAPAR0,203,mittel
771621,KAEN0,1870,sehr viele
771621,KABAA0,52,sehr wenige
771621,KASCHK0,559,sehr viele
771621,KAOH0,48,sehr wenige
771622,KAHKO0,0,sehr wenige
771622,KAHM0,0,sehr wenige
771622,KAKIA,0,sehr wenige
771622,KAKIB,0,sehr wenige
771622,KALE0,8,sehr wenige
771622,KABK0,0,sehr wenige
771622,KALK0,0,sehr wenige
771622,KADK0,0,sehr wenige
771622,KAOM0,0,sehr wenige
771622,KAPRK0,0,sehr wenige
771622,KAPK0,0,sehr wenige
771622,KAEH0,0,sehr wenige
771622,KARH0,0,sehr wenige
771622,KARK0,0,sehr wenige
771622,KAEK0,0,sehr wenige
771622,KASA0,0,sehr wenige
771622,KAMUS0,6,sehr wenige
771622,KAPAR0,224,mittel
771622,KAEN0,0,sehr wenige
771622,KABAA0,0,sehr wenige
771622,KASCHK0,0,sehr wenige
771622,KAOH0,0,sehr wenige
771623,KAHKO0,0,sehr wenige
771623,KAHM0,0,sehr wenige
771623,KAKIA,0,sehr wenige
771623,KAKIB,0,sehr wenige
771623,KALE0,0,sehr wenige
771623,KABK0,0,sehr wenige
771623,KALK0,0,sehr wenige
771623,KADK0,0,sehr wenige
771623,KAOM0,0,sehr wenige
771623,KAPRK0,0,sehr wenige
771623,KAPK0,0,sehr wenige
771623,KAEH0,0,sehr wenige
771623,KARH0,0,sehr wenige
771623,KARK0,0,sehr wenige
771623,KAEK0,0,sehr wenige
771623,KASA0,0,sehr wenige
771623,KAMUS0,0,sehr wenige
771623,KAPAR0,0,sehr wenige
771623,KAEN0,0,sehr wenige
771623,KABAA0,0,sehr wenige
771623,KASCHK0,0,sehr wenige
771623,KAOH0,0,sehr wenige
771624,KAHKO0,0,sehr wenige
771624,KAHM0,0,sehr wenige
771624,KAKIA,0,sehr wenige
771624,KAKIB,321,viele
771624,KALE0,426,sehr viele
771624,KABK0,169,wenige
771624,KALK0,0,sehr wenige
771624,KADK0,68,sehr wenige
771624,KAOM0,4,sehr wenige
771624,KAPRK0,12,sehr wenige
771624,KAPK0,4,sehr wenige
771624,KAEH0,185,wenige
771624,KARH0,16,sehr wenige
771624,KARK0,15,sehr wenige
771624,KAEK0,199,wenige
771624,KASA0,0,sehr wenige
771624,KAMUS0,0,sehr wenige
771624,KAPAR0,7,sehr wenige
771624,KAEN0,1153,sehr viele
771624,KABAA0,0,sehr wenige
771624,KASCHK0,79,sehr wenige
771624,KAOH0,19,sehr wenige
771625,KAHKO0,0,sehr wenige
771625,KAHM0,0,sehr wenige
771625,KAKIA,0,sehr wenige
771625,KAKIB,0,sehr wenige
771625,KALE0,99,sehr wenige
771625,KABK0,0,sehr wenige
771625,KALK0,0,sehr wenige
771625,KADK0,0,sehr wenige
771625,KAOM0,0,sehr wenige
771625,KAPRK0,0,sehr wenige
771625,KAPK0,0,sehr wenige
771625,KAEH0,0,sehr wenige
771625,KARH0,0,sehr wenige
771625,KARK0,0,sehr wenige
771625,KAEK0,0,sehr wenige
771625,KASA0,0,sehr wenige
771625,KAMUS0,0,sehr wenige
771625,KAPAR0,4,sehr wenige
771625,KAEN0,0,sehr wenige
771625,KABAA0,0,sehr wenige
771625,KASCHK0,0,sehr wenige
771625,KAOH0,0,sehr wenige
771632,KAHKO0,0,sehr wenige
771632,KAHM0,0,sehr wenige
771632,KAKIA,0,sehr wenige
771632,KAKIB,296,viele
771632,KALE0,354,sehr viele
771632,KABK0,83,sehr wenige
771632,KALK0,9,sehr wenige
771632,KADK0,47,sehr wenige
771632,KAOM0,9,sehr wenige
771632,KAPRK0,48,sehr wenige
771632,KAPK0,17,sehr wenige
771632,KAEH0,191,wenige
771632,KARH0,20,sehr wenige
771632,KARK0,17,sehr wenige
771632,KAEK0,143,wenige
771632,KASA0,520,sehr viele
771632,KAMUS0,41,sehr wenige
771632,KAPAR0,39,sehr wenige
771632,KAEN0,698,sehr viele
771632,KABAA0,19,sehr wenige
771632,KASCHK0,203,mittel
771632,KAOH0,24,sehr wenige
771636,KAHKO0,0,sehr wenige
771636,KAHM0,0,sehr wenige
771636,KAKIA,0,sehr wenige
771636,KAKIB,0,sehr wenige
771636,KALE0,0,sehr wenige
771636,KABK0,0,sehr wenige
771636,KALK0,0,sehr wenige
771636,KADK0,0,sehr wenige
771636,KAOM0,0,sehr wenige
771636,KAPRK0,0,sehr wenige
771636,KAPK0,0,sehr wenige
771636,KAEH0,444,sehr viele
771636,KARH0,34,sehr wenige
771636,KARK0,68,sehr wenige
771636,KAEK0,334,viele
771636,KASA0,0,sehr wenige
771636,KAMUS0,0,sehr wenige
771636,KAPAR0,0,sehr wenige
771636,KAEN0,0,sehr wenige
771636,KABAA0,0,sehr wenige
771636,KASCHK0,0,sehr wenige
771636,KAOH0,0,sehr wenige
771637,KAHKO0,0,sehr wenige
771637,KAHM0,0,sehr wenige
771637,KAKIA,0,sehr wenige
771637,KAKIB,223,mittel
771637,KALE0,441,sehr viele
771637,KABK0,369,sehr viele
771637,KALK0,0,sehr wenige
771637,KADK0,52,sehr wenige
771637,KAOM0,15,sehr wenige
771637,KAPRK0,0,sehr wenige
771637,KAPK0,8,sehr wenige
771637,KAEH0,1258,sehr viele
771637,KARH0,128,wenige
771637,KARK0,120,wenige
771637,KAEK0,773,sehr viele
771637,KASA0,0,sehr wenige
771637,KAMUS0,0,sehr wenige
771637,KAPAR0,11,sehr wenige
771637,KAEN0,2110,sehr viele
771637,KABAA0,22,sehr wenige
771637,KASCHK0,204,mittel
771637,KAOH0,27,sehr wenige
771638,KAHKO0,0,sehr wenige
771638,KAHM0,0,sehr wenige
771638,KAKIA,0,sehr wenige
771638,KAKIB,0,sehr wenige
771638,KALE0,231,mittel
771638,KABK0,0,sehr wenige
771638,KALK0,0,sehr wenige
771638,KADK0,0,sehr wenige
771638,KAOM0,0,sehr wenige
771638,KAPRK0,0,sehr wenige
771638,KAPK0,0,sehr wenige
771638,KAEH0,158,wenige
771638,KARH0,21,sehr wenige
771638,KARK0,13,sehr wenige
771638,KAEK0,85,sehr wenige
771638,KASA0,0,sehr wenige
771638,KAMUS0,0,sehr wenige
771638,KAPAR0,0,sehr wenige
771638,KAEN0,0,sehr wenige
771638,KABAA0,0,sehr wenige
771638,KASCHK0,0,sehr wenige
771638,KAOH0,0,sehr wenige
771639,KAHKO0,0,sehr wenige
771639,KAHM0,0,sehr wenige
771639,KAKIA,0,sehr wenige
771639,KAKIB,0,sehr wenige
771639,KALE0,291,viele
771639,KABK0,0,sehr wenige
771639,KALK0,0,sehr wenige
771639,KADK0,0,sehr wenige
771639,KAOM0,0,sehr wenige
771639,KAPRK0,0,sehr wenige
771639,KAPK0,0,sehr wenige
771639,KAEH0,0,sehr wenige
771639,KARH0,0,sehr wenige
771639,KARK0,0,sehr wenige
771639,KAEK0,0,sehr wenige
771639,KASA0,0,sehr wenige
771639,KAMUS0,52,sehr wenige
771639,KAPAR0,0,sehr wenige
771639,KAEN0,0,sehr wenige
771639,KABAA0,0,sehr wenige
771639,KASCHK0,0,sehr wenige
771639,KAOH0,0,sehr wenige
771640,KAHKO0,0,sehr wenige
771640,KAHM0,0,sehr wenige
771640,KAKIA,0,sehr wenige
771640,KAKIB,323,viele
771640,KALE0,335,viele
771640,KABK0,0,sehr wenige
771640,KALK0,0,sehr wenige
771640,KADK0,14,sehr wenige
771640,KAOM0,0,sehr wenige
771640,KAPRK0,0,sehr wenige
771640,KAPK0,0,sehr wenige
771640,KAEH0,88,sehr wenige
771640,KARH0,16,sehr wenige
771640,KARK0,13,sehr wenige
771640,KAEK0,121,wenige
771640,KASA0,0,sehr wenige
771640,KAMUS0,0,sehr wenige
771640,KAPAR0,6,sehr wenige
771640,KAEN0,0,sehr wenige
771640,KABAA0,0,sehr wenige
771640,KASCHK0,36,sehr wenige
771640,KAOH0,0,sehr wenige
771641,KAHKO0,0,sehr wenige
771641,KAHM0,0,sehr wenige
771641,KAKIA,0,sehr wenige
771641,KAKIB,5,sehr wenige
771641,KALE0,232,mittel
771641,KABK0,27,sehr wenige
771641,KALK0,0,sehr wenige
771641,KADK0,66,sehr wenige
771641,KAOM0,4,sehr wenige
771641,KAPRK0,0,sehr wenige
771641,KAPK0,0,sehr wenige
771641,KAEH0,95,sehr wenige
771641,KARH0,14,sehr wenige
771641,KARK0,7,sehr wenige
771641,KAEK0,94,sehr wenige
771641,KASA0,0,sehr wenige
771641,KAMUS0,0,sehr wenige
771641,KAPAR0,14,sehr wenige
771641,KAEN0,557,sehr viele
771641,KABAA0,0,sehr wenige
771641,KASCHK0,171,wenige
771641,KAOH0,25,sehr wenige
771642,KAHKO0,0,sehr wenige
771642,KAHM0,0,sehr wenige
771642,KAKIA,0,sehr wenige
771642,KAKIB,0,sehr wenige
771642,KALE0,318,viele
771642,KABK0,0,sehr wenige
771642,KALK0,0,sehr wenige
771642,KADK0,0,sehr wenige
771642,KAOM0,0,sehr wenige
771642,KAPRK0,0,sehr wenige
771642,KAPK0,0,sehr wenige
771642,KAEH0,319,viele
771642,KARH0,32,sehr wenige
771642,KARK0,25,sehr wenige
771642,KAEK0,265,viele
771642,KASA0,0,sehr wenige
771642,KAMUS0,0,sehr wenige
771642,KAPAR0,0,sehr wenige
771642,KAEN0,1913,sehr viele
771642,KABAA0,0,sehr wenige
771642,KASCHK0,0,sehr wenige
771642,KAOH0,0,sehr wenige
771643,KAHKO0,0,sehr wenige
771643,KAHM0,0,sehr wenige
771643,KAKIA,0,sehr wenige
771643,KAKIB,0,sehr wenige
771643,KALE0,267,viele
771643,KABK0,0,sehr wenige
771643,KALK0,0,sehr wenige
771643,KADK0,55,sehr wenige
771643,KAOM0,4,sehr wenige
771643,KAPRK0,67,sehr wenige
771643,KAPK0,0,sehr wenige
771643,KAEH0,0,sehr wenige
771643,KARH0,0,sehr wenige
771643,KARK0,0,sehr wenige
771643,KAEK0,0,sehr wenige
771643,KASA0,674,sehr viele
771643,KAMUS0,41,sehr wenige
771643,KAPAR0,41,sehr wenige
771643,KAEN0,0,sehr wenige
771643,KABAA0,0,sehr wenige
771643,KASCHK0,0,sehr wenige
771643,KAOH0,0,sehr wenige
771644,KAHKO0,0,sehr wenige
771644,KAHM0,0,sehr wenige
771644,KAKIA,0,sehr wenige
771644,KAKIB,0,sehr wenige
771644,KALE0,0,sehr wenige
771644,KABK0,0,sehr wenige
771644,KALK0,0,sehr wenige
771644,KADK0,0,sehr wenige
771644,KAOM0,0,sehr wenige
771644,KAPRK0,0,sehr wenige
771644,KAPK0,0,sehr wenige
771644,KAEH0,0,sehr wenige
771644,KARH0,0,sehr wenige
771644,KARK0,0,sehr wenige
771644,KAEK0,0,sehr wenige
771644,KASA0,0,sehr wenige
771644,KAMUS0,0,sehr wenige
771644,KAPAR0,0,sehr wenige
771644,KAEN0,0,sehr wenige
771644,KABAA0,0,sehr wenige
771644,KASCHK0,0,sehr wenige
771644,KAOH0,0,sehr wenige
771645,KAHKO0,0,sehr wenige
771645,KAHM0,0,sehr wenige
771645,KAKIA,0,sehr wenige
771645,KAKIB,0,sehr wenige
771645,KALE0,0,sehr wenige
771645,KABK0,0,sehr wenige
771645,KALK0,0,sehr wenige
771645,KADK0,0,sehr wenige
771645,KAOM0,0,sehr wenige
771645,KAPRK0,0,sehr wenige
771645,KAPK0,0,sehr wenige
771645,KAEH0,0,sehr wenige
771645,KARH0,0,sehr wenige
771645,KARK0,0,sehr wenige
771645,KAEK0,0,sehr wenige
771645,KASA0,0,sehr wenige
771645,KAMUS0,0,sehr wenige
771645,KAPAR0,15,sehr wenige
771645,KAEN0,0,sehr wenige
771645,KABAA0,0,sehr wenige
771645,KASCHK0,0,sehr wenige
771645,KAOH0,0,sehr wenige
771647,KAHKO0,0,sehr wenige
771647,KAHM0,0,sehr wenige
771647,KAKIA,0,sehr wenige
771647,KAKIB,0,sehr wenige
771647,KALE0,247,mittel
