hospital_id,treatment_code,count_number,count_label
771181,KAHKO0,0,sehr wenige
771181,KAHM0,0,sehr wenige
771181,KAKIA,0,sehr wenige
771181,KAKIB,0,sehr wenige
771181,KALE0,0,sehr wenige
771181,KABK0,0,sehr wenige
771181,KALK0,0,sehr wenige
771181,KADK0,0,sehr wenige
771181,KAOM0,0,sehr wenige
771181,KAPRK0,0,sehr wenige
771181,KAPK0,0,sehr wenige
771181,KAEH0,0,sehr wenige
771181,KARH0,0,sehr wenige
771181,KARK0,0,sehr wenige
771181,KAEK0,0,sehr wenige
771181,KASA0,0,sehr wenige
771181,KAMUS0,0,sehr wenige
771181,KAPAR0,0,sehr wenige
771181,KAEN0,0,sehr wenige
771181,KABAA0,0,sehr wenige
771181,KASCHK0,0,sehr wenige
771181,KAOH0,0,sehr wenige
771182,KAHKO0,0,sehr wenige
771182,KAHM0,0,sehr wenige
771182,KAKIA,0,sehr wenige
771182,KAKIB,0,sehr wenige
771182,KALE0,201,wenige
771182,KABK0,0,sehr wenige
771182,KALK0,93,sehr wenige
771182,KADK0,0,sehr wenige
771182,KAOM0,0,sehr wenige
771182,KAPRK0,0,sehr wenige
771182,KAPK0,0,sehr wenige
771182,KAEH0,0,sehr wenige
771182,KARH0,0,sehr wenige
771182,KARK0,0,sehr wenige
771182,KAEK0,0,sehr wenige
771182,KASA0,0,sehr wenige
771182,KAMUS0,0,sehr wenige
771182,KAPAR0,0,sehr wenige
771182,KAEN0,0,sehr wenige
771182,KABAA0,0,sehr wenige
771182,KASCHK0,0,sehr wenige
771182,KAOH0,0,sehr wenige
771183,KAHKO0,0,sehr wenige
771183,KAHM0,0,sehr wenige
771183,KAKIA,0,sehr wenige
771183,KAKIB,543,sehr viele
771183,KALE0,337,viele
771183,KABK0,25,sehr wenige
771183,KALK0,0,sehr wenige
771183,KADK0,49,sehr wenige
771183,KAOM0,6,sehr wenige
771183,KAPRK0,0,sehr wenige
771183,KAPK0,0,sehr wenige
771183,KAEH0,36,sehr wenige
771183,KARH0,4,sehr wenige
771183,KARK0,0,sehr wenige
771183,KAEK0,0,sehr wenige
771183,KASA0,0,sehr wenige
771183,KAMUS0,0,sehr wenige
771183,KAPAR0,4,sehr wenige
771183,KAEN0,1045,sehr viele
771183,KABAA0,0,sehr wenige
771183,KASCHK0,37,sehr wenige
771183,KAOH0,0,sehr wenige
771184,KAHKO0,0,sehr wenige
771184,KAHM0,0,sehr wenige
771184,KAKIA,0,sehr wenige
771184,KAKIB,576,sehr viele
771184,KALE0,439,sehr viele
771184,KABK0,0,sehr wenige
771184,KALK0,0,sehr wenige
771184,KADK0,123,wenige
771184,KAOM0,23,sehr wenige
771184,KAPRK0,140,wenige
771184,KAPK0,10,sehr wenige
771184,KAEH0,42,sehr wenige
