hospital_id,treatment_code,count_number,count_label
772737,KAHKO0,0,sehr wenige
772737,KAHM0,0,sehr wenige
772737,KAKIA,0,sehr wenige
772737,KAKIB,131,wenige
772737,KALE0,384,sehr viele
772737,KABK0,497,sehr viele
772737,KALK0,114,sehr wenige
772737,KADK0,83,sehr wenige
772737,KAOM0,17,sehr wenige
772737,KAPRK0,127,wenige
772737,KAPK0,20,sehr wenige
772737,KAEH0,143,wenige
772737,KARH0,7,sehr wenige
772737,KARK0,12,sehr wenige
772737,KAEK0,162,wenige
772737,KASA0,0,sehr wenige
772737,KAMUS0,0,sehr wenige
772737,KAPAR0,13,sehr wenige
772737,KAEN0,0,sehr wenige
772737,KABAA0,0,sehr wenige
772737,KASCHK0,0,sehr wenige
772737,KAOH0,0,sehr wenige
772740,KAHKO0,0,sehr wenige
772740,KAHM0,0,sehr wenige
772740,KAKIA,0,sehr wenige
772740,KAKIB,302,viele
772740,KALE0,397,sehr viele
772740,KABK0,113,sehr wenige
772740,KALK0,0,sehr wenige
772740,KADK0,52,sehr wenige
772740,KAOM0,6,sehr wenige
772740,KAPRK0,84,sehr wenige
772740,KAPK0,5,sehr wenige
772740,KAEH0,85,sehr wenige
772740,KARH0,6,sehr wenige
772740,KARK0,12,sehr wenige
772740,KAEK0,52,sehr wenige
772740,KASA0,454,sehr viele
772740,KAMUS0,44,sehr wenige
772740,KAPAR0,24,sehr wenige
772740,KAEN0,685,sehr viele
772740,KABAA0,6,sehr wenige
772740,KASCHK0,91,sehr wenige
772740,KAOH0,32,sehr wenige
772741,KAHKO0,0,sehr wenige
772741,KAHM0,0,sehr wenige
772741,KAKIA,0,sehr wenige
772741,KAKIB,242,mittel
772741,KALE0,542,sehr viele
772741,KABK0,0,sehr wenige
772741,KALK0,0,sehr wenige
772741,KADK0,0,sehr wenige
772741,KAOM0,0,sehr wenige
772741,KAPRK0,0,sehr wenige
772741,KAPK0,0,sehr wenige
772741,KAEH0,58,sehr wenige
772741,KARH0,9,sehr wenige
772741,KARK0,11,sehr wenige
772741,KAEK0,68,sehr wenige
772741,KASA0,288,viele
772741,KAMUS0,0,sehr wenige
772741,KAPAR0,0,sehr wenige
772741,KAEN0,420,sehr viele
772741,KABAA0,0,sehr wenige
772741,KASCHK0,0,sehr wenige
772741,KAOH0,0,sehr wenige
772743,KAHKO0,0,sehr wenige
772743,KAHM0,0,sehr wenige
772743,KAKIA,0,sehr wenige
772743,KAKIB,0,sehr wenige
772743,KALE0,18,sehr wenige
772743,KABK0,0,sehr wenige
772743,KALK0,0,sehr wenige
772743,KADK0,28,sehr wenige
772743,KAOM0,0,sehr wenige
772743,KAPRK0,110,sehr wenige
772743,KAPK0,0,sehr wenige
772743,KAEH0,0,sehr wenige
772743,KARH0,0,sehr wenige
772743,KARK0,0,sehr wenige
772743,KAEK0,0,sehr wenige
772743,KASA0,0,sehr wenige
772743,KAMUS0,0,sehr wenige
772743,KAPAR0,0,sehr wenige
772743,KAEN0,0,sehr wenige
772743,KABAA0,0,sehr wenige
772743,KASCHK0,169,wenige
772743,KAOH0,45,sehr wenige
772744,KAHKO0,0,sehr wenige
772744,KAHM0,0,sehr wenige
772744,KAKIA,0,sehr wenige
772744,KAKIB,317,viele
772744,KALE0,416,sehr viele
772744,KABK0,0,sehr wenige
772744,KALK0,0,sehr wenige
772744,KADK0,118,wenige
772744,KAOM0,26,sehr wenige
772744,KAPRK0,0,sehr wenige
772744,KAPK0,86,sehr wenige
772744,KAEH0,0,sehr wenige
772744,KARH0,0,sehr wenige
772744,KARK0,0,sehr wenige
772744,KAEK0,0,sehr wenige
772744,KASA0,760,sehr viele
772744,KAMUS0,896,sehr viele
772744,KAPAR0,218,mittel
772744,KAEN0,0,sehr wenige
772744,KABAA0,31,sehr wenige
772744,KASCHK0,253,mittel
772744,KAOH0,50,sehr wenige
772746,KAHKO0,0,sehr wenige
772746,KAHM0,0,sehr wenige
772746,KAKIA,0,sehr wenige
772746,KAKIB,0,sehr wenige
772746,KALE0,0,sehr wenige
772746,KABK0,0,sehr wenige
772746,KALK0,0,sehr wenige
772746,KADK0,0,sehr wenige
772746,KAOM0,0,sehr wenige
772746,KAPRK0,0,sehr wenige
772746,KAPK0,0,sehr wenige
772746,KAEH0,0,sehr wenige
772746,KARH0,0,sehr wenige
772746,KARK0,0,sehr wenige
