hospital_id,treatment_code,count_number,count_label
773602,KAHKO0,0,sehr wenige
773602,KAHM0,0,sehr wenige
773602,KAKIA,0,sehr wenige
773602,KAKIB,0,sehr wenige
773602,KALE0,0,sehr wenige
773602,KABK0,0,sehr wenige
773602,KALK0,0,sehr wenige
773602,KADK0,0,sehr wenige
773602,KAOM0,0,sehr wenige
773602,KAPRK0,0,sehr wenige
773602,KAPK0,0,sehr wenige
773602,KAEH0,0,sehr wenige
773602,KARH0,0,sehr wenige
773602,KARK0,0,sehr wenige
773602,KAEK0,0,sehr wenige
773602,KASA0,0,sehr wenige
773602,KAMUS0,0,sehr wenige
773602,KAPAR0,368,sehr viele
773602,KAEN0,0,sehr wenige
773602,KABAA0,0,sehr wenige
773602,KASCHK0,0,sehr wenige
773602,KAOH0,0,sehr wenige
773603,KAHKO0,0,sehr wenige
773603,KAHM0,0,sehr wenige
773603,KAKIA,0,sehr wenige
773603,KAKIB,0,sehr wenige
773603,KALE0,0,sehr wenige
773603,KABK0,0,sehr wenige
773603,KALK0,0,sehr wenige
773603,KADK0,0,sehr wenige
773603,KAOM0,0,sehr wenige
773603,KAPRK0,0,sehr wenige
773603,KAPK0,0,sehr wenige
773603,KAEH0,0,sehr wenige
773603,KARH0,0,sehr wenige
773603,KARK0,0,sehr wenige
773603,KAEK0,0,sehr wenige
773603,KASA0,0,sehr wenige
773603,KAMUS0,0,sehr wenige
773603,KAPAR0,0,sehr wenige
773603,KAEN0,0,sehr wenige
773603,KABAA0,0,sehr wenige
773603,KASCHK0,0,sehr wenige
773603,KAOH0,0,sehr wenige
773608,KAHKO0,0,sehr wenige
773608,KAHM0,0,sehr wenige
773608,KAKIA,0,sehr wenige
773608,KAKIB,447,sehr viele
773608,KALE0,828,sehr viele
773608,KABK0,404,sehr viele
773608,KALK0,0,sehr wenige
773608,KADK0,69,sehr wenige
773608,KAOM0,19,sehr wenige
773608,KAPRK0,92,sehr wenige
773608,KAPK0,10,sehr wenige
773608,KAEH0,511,sehr viele
773608,KARH0,101,sehr wenige
773608,KARK0,114,sehr wenige
773608,KAEK0,637,sehr viele
773608,KASA0,497,sehr viele
773608,KAMUS0,28,sehr wenige
