hospital_id,treatment_code,count_number,count_label
773823,KAHKO0,0,sehr wenige
773823,KAHM0,0,sehr wenige
773823,KAKIA,0,sehr wenige
773823,KAKIB,0,sehr wenige
773823,KALE0,0,sehr wenige
773823,KABK0,0,sehr wenige
773823,KALK0,0,sehr wenige
773823,KADK0,0,sehr wenige
773823,KAOM0,0,sehr wenige
773823,KAPRK0,0,sehr wenige
773823,KAPK0,0,sehr wenige
773823,KAEH0,0,sehr wenige
773823,KARH0,0,sehr wenige
773823,KARK0,0,sehr wenige
773823,KAEK0,0,sehr wenige
773823,KASA0,0,sehr wenige
773823,KAMUS0,0,sehr wenige
773823,KAPAR0,5,sehr wenige
773823,KAEN0,0,sehr wenige
773823,KABAA0,0,sehr wenige
773823,KASCHK0,0,sehr wenige
773823,KAOH0,0,sehr wenige
773824,KAHKO0,0,sehr wenige
773824,KAHM0,0,sehr wenige
773824,KAKIA,0,sehr wenige
773824,KAKIB,0,sehr wenige
773824,KALE0,96,sehr wenige
773824,KABK0,0,sehr wenige
773824,KALK0,0,sehr wenige
773824,KADK0,0,sehr wenige
773824,KAOM0,0,sehr wenige
773824,KAPRK0,0,sehr wenige
773824,KAPK0,0,sehr wenige
773824,KAEH0,0,sehr wenige
773824,KARH0,0,sehr wenige
773824,KARK0,0,sehr wenige
773824,KAEK0,0,sehr wenige
773824,KASA0,0,sehr wenige
773824,KAMUS0,0,sehr wenige
773824,KAPAR0,0,sehr wenige
773824,KAEN0,0,sehr wenige
773824,KABAA0,0,sehr wenige
773824,KASCHK0,0,sehr wenige
773824,KAOH0,0,sehr wenige
773830,KAHKO0,0,sehr wenige
773830,KAHM0,0,sehr wenige
773830,KAKIA,0,sehr wenige
773830,KAKIB,0,sehr wenige
773830,KALE0,15,sehr wenige
773830,KABK0,0,sehr wenige
773830,KALK0,0,sehr wenige
773830,KADK0,0,sehr wenige
773830,KAOM0,0,sehr wenige
773830,KAPRK0,0,sehr wenige
773830,KAPK0,0,sehr wenige
773830,KAEH0,0,sehr wenige
773830,KARH0,0,sehr wenige
773830,KARK0,0,sehr wenige
773830,KAEK0,0,sehr wenige
773830,KASA0,0,sehr wenige
773830,KAMUS0,0,sehr wenige
773830,KAPAR0,6,sehr wenige
773830,KAEN0,0,sehr wenige
773830,KABAA0,0,sehr wenige
773830,KASCHK0,0,sehr wenige
773830,KAOH0,0,sehr wenige
773831,KAHKO0,0,sehr wenige
773831,KAHM0,0,sehr wenige
773831,KAKIA,0,sehr wenige
773831,KAKIB,0,sehr wenige
773831,KALE0,0,sehr wenige
773831,KABK0,0,sehr wenige
773831,KALK0,0,sehr wenige
773831,KADK0,0,sehr wenige
773831,KAOM0,0,sehr wenige
773831,KAPRK0,0,sehr wenige
773831,KAPK0,0,sehr wenige
773831,KAEH0,0,sehr wenige
773831,KARH0,0,sehr wenige
773831,KARK0,0,sehr wenige
773831,KAEK0,0,sehr wenige
773831,KASA0,0,sehr wenige
773831,KAMUS0,0,sehr wenige
773831,KAPAR0,0,sehr wenige
773831,KAEN0,0,sehr wenige
773831,KABAA0,0,sehr wenige
773831,KASCHK0,0,sehr wenige
773831,KAOH0,0,sehr wenige
773836,KAHKO0,0,sehr wenige
773836,KAHM0,0,sehr wenige
773836,KAKIA,0,sehr wenige
773836,KAKIB,0,sehr wenige
773836,KALE0,6,sehr wenige
773836,KABK0,0,sehr wenige
773836,KALK0,0,sehr wenige
773836,KADK0,0,sehr wenige
773836,KAOM0,0,sehr wenige
773836,KAPRK0,0,sehr wenige
773836,KAPK0,0,sehr wenige
773836,KAEH0,0,sehr wenige
773836,KARH0,0,sehr wenige
773836,KARK0,0,sehr wenige
773836,KAEK0,0,sehr wenige
773836,KASA0,0,sehr wenige
773836,KAMUS0,0,sehr wenige
773836,KAPAR0,4,sehr wenige
773836,KAEN0,0,sehr wenige
773836,KABAA0,0,sehr wenige
773836,KASCHK0,0,sehr wenige
773836,KAOH0,0,sehr wenige
773855,KAHKO0,0,sehr wenige
773855,KAHM0,0,sehr wenige
773855,KAKIA,0,sehr wenige
773855,KAKIB,352,sehr viele
773855,KALE0,568,sehr viele
773855,KABK0,85,sehr wenige
773855,KALK0,0,sehr wenige
773855,KADK0,49,sehr wenige
773855,KAOM0,0,sehr wenige
773855,KAPRK0,88,sehr wenige
773855,KAPK0,0,sehr wenige
773855,KAEH0,276,viele
773855,KARH0,18,sehr wenige
773855,KARK0,15,sehr wenige
773855,KAEK0,340,viele
773855,KASA0,458,sehr viele
773855,KAMUS0,33,sehr wenige
773855,KAPAR0,29,sehr wenige
773855,KAEN0,952,sehr viele
773855,KABAA0,0,sehr wenige
773855,KASCHK0,163,wenige
773855,KAOH0,7,sehr wenige
773862,KAHKO0,0,sehr wenige
773862,KAHM0,0,sehr wenige
773862,KAKIA,0,sehr wenige
773862,KAKIB,0,sehr wenige
773862,KALE0,18,sehr wenige
773862,KABK0,0,sehr wenige
