hospital_id,treatment_code,count_number,count_label
772571,KAHKO0,0,sehr wenige
772571,KAHM0,0,sehr wenige
772571,KAKIA,0,sehr wenige
772571,KAKIB,0,sehr wenige
772571,KALE0,0,sehr wenige
772571,KABK0,26,sehr wenige
772571,KALK0,0,sehr wenige
772571,KADK0,0,sehr wenige
772571,KAOM0,0,sehr wenige
772571,KAPRK0,0,sehr wenige
772571,KAPK0,0,sehr wenige
772571,KAEH0,26,sehr wenige
772571,KARH0,0,sehr wenige
772571,KARK0,0,sehr wenige
772571,KAEK0,83,sehr wenige
772571,KASA0,0,sehr wenige
772571,KAMUS0,0,sehr wenige
772571,KAPAR0,0,sehr wenige
772571,KAEN0,848,sehr viele
772571,KABAA0,0,sehr wenige
772571,KASCHK0,0,sehr wenige
772571,KAOH0,0,sehr wenige
772572,KAHKO0,0,sehr wenige
772572,KAHM0,0,sehr wenige
772572,KAKIA,0,sehr wenige
772572,KAKIB,29,sehr wenige
772572,KALE0,99,sehr wenige
772572,KABK0,0,sehr wenige
772572,KALK0,0,sehr wenige
772572,KADK0,0,sehr wenige
772572,KAOM0,0,sehr wenige
772572,KAPRK0,60,sehr wenige
772572,KAPK0,0,sehr wenige
772572,KAEH0,0,sehr wenige
772572,KARH0,0,sehr wenige
772572,KARK0,0,sehr wenige
772572,KAEK0,41,sehr wenige
772572,KASA0,0,sehr wenige
772572,KAMUS0,0,sehr wenige
772572,KAPAR0,0,sehr wenige
772572,KAEN0,0,sehr wenige
772572,KABAA0,0,sehr wenige
772572,KASCHK0,0,sehr wenige
772572,KAOH0,0,sehr wenige
772573,KAHKO0,0,sehr wenige
772573,KAHM0,0,sehr wenige
772573,KAKIA,0,sehr wenige
772573,KAKIB,0,sehr wenige
772573,KALE0,0,sehr wenige
772573,KABK0,0,sehr wenige
772573,KALK0,0,sehr wenige
772573,KADK0,6,sehr wenige
772573,KAOM0,0,sehr wenige
772573,KAPRK0,0,sehr wenige
772573,KAPK0,0,sehr wenige
772573,KAEH0,229,mittel
772573,KARH0,12,sehr wenige
772573,KARK0,13,sehr wenige
772573,KAEK0,346,sehr viele
772573,KASA0,0,sehr wenige
772573,KAMUS0,0,sehr wenige
772573,KAPAR0,0,sehr wenige
772573,KAEN0,0,sehr wenige
772573,KABAA0,0,sehr wenige
772573,KASCHK0,0,sehr wenige
772573,KAOH0,0,sehr wenige
772577,KAHKO0,0,sehr wenige
772577,KAHM0,0,sehr wenige
772577,KAKIA,0,sehr wenige
772577,KAKIB,0,sehr wenige
772577,KALE0,0,sehr wenige
772577,KABK0,0,sehr wenige
772577,KALK0,0,sehr wenige
772577,KADK0,0,sehr wenige
772577,KAOM0,0,sehr wenige
772577,KAPRK0,0,sehr wenige
772577,KAPK0,0,sehr wenige
772577,KAEH0,0,sehr wenige
772577,KARH0,0,sehr wenige
772577,KARK0,0,sehr wenige
772577,KAEK0,0,sehr wenige
772577,KASA0,338,viele
772577,KAMUS0,81,sehr wenige
772577,KAPAR0,30,sehr wenige
772577,KAEN0,0,sehr wenige
772577,KABAA0,0,sehr wenige
772577,KASCHK0,0,sehr wenige
772577,KAOH0,0,sehr wenige
772578,KAHKO0,0,sehr wenige
772578,KAHM0,0,sehr wenige
772578,KAKIA,0,sehr wenige
772578,KAKIB,263,viele
772578,KALE0,802,sehr viele
772578,KABK0,307,viele
772578,KALK0,44,sehr wenige
772578,KADK0,162,wenige
